id,model,year,transmission,mileage,fueltype,mpg,enginesize
491, Q2,2017,Manual,27078,Petrol,50.4,1.4
492, Q2,2017,Manual,29874,Petrol,50.4,1.4
493, Q5,2015,Semi-Auto,28977,Diesel,47.1,2
494, Q3,2016,Semi-Auto,28526,Diesel,50.4,2
495, Q3,2017,Manual,14068,Diesel,54.3,2
496, A3,2018,Manual,6321,Petrol,50.4,2
497, A8,2018,Semi-Auto,4440,Petrol,37.7,3
498, A3,2019,Manual,2085,Diesel,51.4,1.6
499, Q5,2019,Semi-Auto,2712,Diesel,38.2,2
500, A6,2019,Semi-Auto,3968,Diesel,47.9,2
501, Q2,2019,Manual,6921,Petrol,47.1,1
502, A3,2015,Manual,50062,Petrol,57.6,1.2
503, A1,2015,Manual,31500,Petrol,57.6,1.4
504, A1,2015,Manual,21807,Petrol,57.6,1.4
505, A5,2019,Semi-Auto,7215,Diesel,46.3,2
506, A6,2019,Semi-Auto,5397,Diesel,50.4,2
507, A3,2019,Manual,4963,Petrol,42.8,1.5
508, A3,2017,Manual,13688,Petrol,40.4,2
509, A3,2017,Semi-Auto,19735,Petrol,57.6,1.4
510, Q3,2017,Semi-Auto,22175,Petrol,47.9,1.4
511, A4,2018,Semi-Auto,13907,Petrol,49.6,1.4
512, A1,2018,Manual,20106,Petrol,67.3,1
513, Q5,2018,Semi-Auto,7891,Petrol,40.9,2
514, A4,2019,Semi-Auto,4836,Diesel,48.7,2
515, A5,2019,Manual,4587,Petrol,37.2,2
516, A5,2019,Manual,5721,Petrol,37.2,2
517, Q7,2019,Semi-Auto,4236,Diesel,33.2,3
518, Q5,2015,Semi-Auto,18188,Diesel,47.1,2
519, A5,2016,Manual,41497,Diesel,57.6,2
520, A1,2016,Manual,13961,Petrol,58.9,1.4
521, A6,2019,Semi-Auto,10852,Diesel,47.9,2
522, A3,2019,Manual,10059,Petrol,43.5,1.5
523, A3,2019,Manual,5985,Petrol,43.5,1.5
524, A4,2019,Semi-Auto,6214,Petrol,38.7,2
525, RS5,2019,Semi-Auto,5089,Petrol,30.1,2.9
526, Q2,2019,Manual,2756,Petrol,42.2,1
527, A6,2019,Semi-Auto,4982,Diesel,47.9,2
528, A4,2016,Semi-Auto,41505,Diesel,67.3,2
529, Q3,2017,Semi-Auto,26494,Petrol,47.9,1.4
530, A1,2017,Manual,23655,Petrol,55.4,1.4
531, RS5,2019,Semi-Auto,3382,Petrol,30.1,2.9
532, A3,2018,Manual,17789,Petrol,54.3,1.5
533, A6,2019,Semi-Auto,5023,Diesel,47.9,2
534, A6,2019,Semi-Auto,6238,Diesel,37.7,3
535, A5,2019,Semi-Auto,4520,Petrol,39.8,2
536, A5,2019,Semi-Auto,5210,Petrol,39.8,2
537, A5,2019,Semi-Auto,3256,Petrol,40.4,2
538, A4,2019,Semi-Auto,5201,Diesel,44.1,2
539, Q7,2019,Semi-Auto,28,Diesel,33.6,3
540, A1,2017,Manual,25747,Petrol,67.3,1
541, A1,2017,Manual,27000,Petrol,55.4,1.4
542, Q5,2016,Semi-Auto,51562,Diesel,42.8,3
543, A3,2016,Manual,40030,Diesel,83.1,1.6
544, A6,2016,Semi-Auto,43099,Diesel,56.5,2
545, Q2,2017,Manual,18842,Petrol,55.4,1
546, A4,2016,Semi-Auto,31894,Diesel,64.2,3
547, A5,2019,Semi-Auto,5712,Diesel,51.4,2
548, A5,2015,Semi-Auto,38540,Diesel,58.9,2
549, A1,2017,Manual,25552,Petrol,56.5,1.4
550, A7,2015,Semi-Auto,72283,Diesel,54.3,3
551, Q5,2016,Semi-Auto,22809,Diesel,42.2,3
552, A3,2017,Manual,16103,Diesel,65.7,2
553, A1,2016,Manual,23745,Petrol,57.6,1.4
554, TT,2016,Manual,29593,Diesel,62.8,2
555, A1,2014,Semi-Auto,15300,Petrol,53.3,1.4
556, Q3,2018,Semi-Auto,9185,Petrol,48.7,1.4
557, Q2,2019,Manual,1592,Petrol,39.2,1.5
558, A1,2016,Manual,45644,Diesel,80.7,1.6
559, Q8,2019,Semi-Auto,4488,Diesel,33.6,3
560, Q5,2016,Semi-Auto,29156,Diesel,42.2,3
561, A1,2015,Manual,15837,Petrol,58.9,1.4
562, Q3,2016,Manual,15264,Diesel,61.4,2
563, Q2,2018,Manual,8211,Diesel,49.6,1.6
564, Q2,2017,Manual,10962,Petrol,50.4,1.4
565, Q5,2016,Semi-Auto,42187,Diesel,42.8,3
566, A1,2017,Manual,8128,Petrol,55.4,1.4
567, A4,2016,Manual,55697,Diesel,70.6,2
568, Q3,2015,Manual,35446,Diesel,54.3,2
569, Q3,2016,Semi-Auto,30366,Diesel,50.4,2
570, Q5,2017,Semi-Auto,32090,Petrol,40.4,2
571, Q3,2015,Semi-Auto,19300,Petrol,47.9,1.4
572, A4,2016,Manual,37478,Diesel,74.3,2
573, A3,2019,Semi-Auto,6266,Petrol,38.2,2
574, A1,2016,Manual,8577,Petrol,55.4,1.4
575, A3,2018,Manual,13147,Diesel,67.3,1.6
576, A6,2017,Semi-Auto,24336,Diesel,61.4,2
577, Q2,2018,Manual,23813,Petrol,55.4,1
578, Q2,2017,Semi-Auto,17633,Petrol,52.3,1.4
579, A6,2015,Semi-Auto,55220,Diesel,64.2,2
580, Q5,2017,Semi-Auto,47952,Diesel,56.5,2
581, Q5,2014,Semi-Auto,50500,Diesel,44.1,3
582, A1,2016,Manual,31147,Petrol,56.5,1.4
583, Q2,2019,Semi-Auto,79,Diesel,46.3,2
584, A5,2015,Semi-Auto,56875,Diesel,53.3,2
585, A5,2015,Manual,37056,Diesel,53.3,2
586, RS3,2018,Semi-Auto,5431,Petrol,34,2.5
587, A1,2016,Manual,31031,Petrol,56.5,1.4
588, A4,2015,Semi-Auto,34906,Diesel,49.6,3
589, A4,2017,Semi-Auto,14821,Diesel,64.2,3
590, A1,2016,Manual,15307,Petrol,55.4,1.4
591, A4,2016,Semi-Auto,23626,Petrol,45.6,2
592, A1,2016,Manual,11892,Petrol,67.3,1
593, A1,2016,Manual,42165,Petrol,56.5,1.4
594, A3,2019,Semi-Auto,3036,Petrol,34.5,2
595, A4,2019,Semi-Auto,2703,Diesel,40.9,3
596, Q7,2016,Automatic,41032,Diesel,39.2,4
597, A3,2018,Manual,8545,Diesel,53.3,1.6
598, A3,2016,Manual,30287,Petrol,60.1,1.4
599, A3,2016,Manual,1893,Petrol,60.1,1.4
600, A4,2017,Manual,6896,Petrol,52.3,1.4
601, TT,2016,Manual,34084,Diesel,62.8,2
602, A4,2017,Semi-Auto,84222,Diesel,68.9,2
603, A3,2015,Manual,68428,Diesel,83.1,1.6
604, Q5,2018,Semi-Auto,20283,Petrol,34,3
605, A4,2016,Manual,56235,Diesel,74.3,2
606, A8,2017,Semi-Auto,37492,Diesel,47.1,3
607, Q5,2015,Semi-Auto,66959,Diesel,41.5,3
608, Q5,2014,Manual,46622,Diesel,47.9,2
609, A6,2013,Semi-Auto,40003,Diesel,56.5,2
610, Q5,2018,Semi-Auto,20300,Petrol,34,3
611, A5,2019,Semi-Auto,50,Petrol,40.4,2
612, Q2,2016,Manual,23426,Petrol,50.4,1.4
613, A3,2015,Semi-Auto,46465,Petrol,54.3,1.4
614, Q5,2018,Semi-Auto,14600,Diesel,55.4,2
615, A1,2019,Manual,3232,Petrol,50.4,1
616, A1,2017,Manual,16086,Petrol,55.4,1.4
617, A1,2017,Manual,15981,Petrol,57.6,1.4
618, A7,2018,Semi-Auto,6850,Diesel,38.2,3
619, A3,2017,Manual,16668,Diesel,70.6,1.6
620, A7,2018,Semi-Auto,13082,Petrol,39.8,3
621, A3,2019,Semi-Auto,10522,Petrol,43.5,1.5
622, A3,2018,Manual,12795,Petrol,47.1,1
623, Q5,2018,Automatic,8250,Diesel,38.2,2
624, Q2,2019,Automatic,5859,Diesel,47.9,1.6
625, A4,2019,Automatic,8235,Diesel,44.1,2
626, Q3,2019,Manual,5356,Diesel,40.9,2
627, A6,2019,Automatic,5565,Diesel,47.9,2
628, A4,2017,Manual,13122,Petrol,52.3,1.4
629, Q2,2019,Manual,2940,Petrol,39.2,1.5
630, Q5,2016,Semi-Auto,26500,Diesel,47.1,2
631, A8,2020,Semi-Auto,1100,Diesel,40.4,3
632, Q5,2018,Semi-Auto,24408,Petrol,40.4,2
633, RS4,2020,Semi-Auto,2200,Petrol,28.8,2.9
634, A7,2020,Semi-Auto,500,Diesel,38.7,3
635, A4,2016,Semi-Auto,47600,Diesel,56.5,2
636, A3,2018,Automatic,17252,Petrol,56.5,1.5
637, A5,2017,Semi-Auto,49287,Diesel,62.8,2
638, A5,2017,Semi-Auto,47446,Diesel,62.8,2
639, A5,2017,Semi-Auto,14589,Diesel,65.7,2
640, A4,2016,Manual,41279,Diesel,74.3,2
641, Q7,2018,Automatic,3893,Diesel,39.2,4
642, A8,2017,Automatic,3338,Diesel,50.4,3
643, Q5,2018,Automatic,4286,Petrol,34,3
644, Q5,2018,Automatic,22913,Diesel,56.5,2
645, Q5,2019,Semi-Auto,4125,Diesel,38.2,2
646, Q3,2019,Semi-Auto,4000,Petrol,31.7,2
647, Q5,2019,Semi-Auto,5123,Diesel,38.2,2
648, A4,2019,Automatic,5000,Diesel,40.9,3
649, A5,2019,Automatic,6500,Diesel,46.3,2
650, Q5,2017,Semi-Auto,29832,Petrol,34,3
651, Q2,2017,Manual,11125,Petrol,50.4,1.4
652, Q5,2019,Automatic,11565,Diesel,38.2,2
653, A3,2019,Automatic,10434,Petrol,42.2,1.5
654, A3,2016,Manual,61332,Diesel,68.9,2
655, A1,2016,Manual,22669,Petrol,57.6,1.4
656, Q3,2016,Manual,14419,Diesel,52.3,2
657, A1,2015,Manual,37458,Petrol,55.4,1.4
658, A1,2014,Manual,23015,Petrol,60.1,1.4
659, A6,2016,Semi-Auto,26784,Diesel,54.3,2
660, Q5,2019,Automatic,7256,Diesel,38.2,2
661, TT,2016,Manual,24256,Petrol,47.1,1.8
662, A4,2018,Semi-Auto,11047,Diesel,56.5,2
663, A4,2017,Semi-Auto,19444,Diesel,57.6,2
664, Q3,2017,Manual,30123,Petrol,51.4,1.4
665, A4,2019,Manual,7422,Petrol,39.2,2
666, A4,2016,Automatic,40688,Petrol,42.8,2
667, Q3,2019,Semi-Auto,5454,Petrol,30.7,2
668, A3,2019,Manual,12785,Petrol,42.8,1.5
669, A6,2019,Automatic,7486,Diesel,39.2,3
670, A5,2019,Automatic,9256,Diesel,45.6,2
671, A4,2019,Automatic,13690,Diesel,47.9,2
672, Q3,2016,Semi-Auto,25125,Diesel,50.4,2
673, Q5,2019,Automatic,6400,Diesel,38.2,2
674, A3,2019,Manual,3265,Petrol,47.1,1
675, Q3,2017,Semi-Auto,17680,Petrol,42.2,2
676, A1,2016,Manual,38502,Petrol,57.6,1.4
677, A1,2016,Manual,36276,Petrol,55.4,1.4
678, Q7,2017,Automatic,23437,Diesel,39.2,4
679, Q5,2017,Semi-Auto,20364,Diesel,56.5,2
680, A1,2016,Manual,22606,Petrol,57.6,1.4
681, A4,2020,Semi-Auto,100,Petrol,39.2,2
682, RS4,2019,Semi-Auto,8503,Diesel,33.6,2.9
683, Q2,2019,Semi-Auto,1296,Petrol,34.5,2
684, A5,2016,Manual,26307,Diesel,60.1,2
685, Q7,2016,Semi-Auto,34685,Diesel,47.9,3
686, A5,2016,Manual,34728,Diesel,57.6,2
687, A1,2017,Manual,24427,Petrol,55.4,1.4
688, A1,2017,Manual,16763,Petrol,55.4,1.4
689, Q2,2017,Manual,38484,Petrol,55.4,1
690, Q7,2017,Semi-Auto,16837,Diesel,39.2,4
691, Q2,2017,Automatic,33523,Diesel,58.9,2
692, A4,2017,Manual,6402,Petrol,52.3,1.4
693, A4,2016,Manual,21944,Petrol,49.6,2
694, TT,2015,Manual,19383,Petrol,46.3,2
695, A6,2019,Semi-Auto,19118,Diesel,47.9,2
696, Q3,2019,Semi-Auto,4436,Petrol,32.1,2
697, Q8,2019,Semi-Auto,5978,Diesel,30.7,4
698, A1,2019,Manual,2235,Petrol,49.6,1
699, Q3,2016,Semi-Auto,52496,Diesel,50.4,2
700, A6,2016,Automatic,52255,Diesel,61.4,2
701, A3,2018,Manual,19686,Diesel,68.9,1.6
702, Q7,2016,Semi-Auto,26705,Diesel,47.9,3
703, A1,2016,Manual,26705,Petrol,58.9,1.4
704, A1,2018,Manual,18120,Petrol,57.7,1.4
705, Q3,2016,Semi-Auto,11966,Petrol,47.9,1.4
706, A3,2016,Manual,34728,Petrol,57.6,1.4
707, A3,2018,Semi-Auto,30547,Diesel,70.6,1.6
708, A3,2015,Manual,72406,Diesel,68.9,2
709, A6,2017,Semi-Auto,52822,Diesel,64.2,2
710, A6,2015,Semi-Auto,70228,Diesel,54.3,3
711, A3,2017,Manual,21637,Diesel,67.3,2
712, Q3,2014,Manual,52006,Diesel,54.3,2
713, Q3,2016,Semi-Auto,28994,Diesel,50.4,2
714, A6,2018,Manual,30,Diesel,39.2,3
715, Q5,2019,Automatic,7093,Diesel,38.2,2
716, Q2,2020,Semi-Auto,1934,Petrol,32.5,2
717, A4,2019,Semi-Auto,4708,Diesel,49.6,2
718, Q3,2019,Automatic,4304,Diesel,37.7,2
719, Q2,2017,Manual,9256,Petrol,52.3,1.4
720, Q3,2018,Automatic,11403,Petrol,38.2,1.5
721, A1,2019,Semi-Auto,1952,Petrol,44.1,1
722, A6,2019,Semi-Auto,8060,Diesel,37.7,3
723, A6,2018,Semi-Auto,7415,Diesel,47.9,2
724, A8,2018,Automatic,9756,Petrol,37.7,3
725, A5,2018,Automatic,9102,Diesel,51.4,3
726, Q5,2018,Automatic,6002,Diesel,38.2,2
727, Q7,2018,Automatic,6591,Diesel,33.2,3
728, Q2,2019,Manual,1000,Diesel,49.6,1.6
729, A3,2019,Automatic,5450,Petrol,44.8,1.5
730, Q2,2019,Automatic,1000,Diesel,46.3,2
731, A5,2019,Automatic,1000,Petrol,40.4,2
732, A4,2016,Manual,23596,Petrol,48.7,2
733, Q7,2018,Automatic,11719,Diesel,39.2,4
734, Q5,2019,Automatic,3185,Diesel,39.2,2
735, Q5,2019,Automatic,8744,Diesel,39.2,2
736, A6,2019,Automatic,238,Diesel,47.9,2
737, A5,2019,Automatic,4693,Diesel,47.1,2
738, Q3,2016,Manual,28186,Diesel,52.3,2
739, Q3,2016,Semi-Auto,37000,Diesel,54.3,2
740, A1,2017,Manual,13555,Petrol,55.4,1.4
741, Q5,2016,Semi-Auto,31031,Diesel,42.2,3
742, Q3,2016,Manual,34500,Diesel,49.6,2
743, Q5,2019,Semi-Auto,6412,Diesel,39.2,2
744, A3,2017,Manual,14500,Petrol,60.1,1.4
745, A1,2017,Manual,24857,Diesel,76.3,1.6
746, A6,2019,Automatic,2394,Diesel,50.4,2
747, Q5,2019,Automatic,1000,Diesel,39.2,2
748, Q5,2019,Automatic,1000,Diesel,38.2,2
749, A6,2019,Automatic,1000,Diesel,50.4,2
750, A8,2018,Automatic,10296,Diesel,50.4,3
751, A3,2018,Automatic,6629,Petrol,42.2,1.5
752, A4,2019,Manual,6768,Diesel,74.3,2
753, A4,2019,Automatic,5363,Petrol,39.8,2
754, A7,2019,Automatic,4288,Diesel,38.2,3
755, A3,2014,Semi-Auto,88130,Diesel,64.2,2
756, Q7,2017,Automatic,17927,Diesel,39.2,4
757, A5,2019,Semi-Auto,6452,Petrol,40.4,2
758, A7,2019,Automatic,6112,Diesel,38.7,3
759, A4,2019,Semi-Auto,7447,Diesel,47.9,2
760, Q5,2019,Automatic,4326,Diesel,38.2,2
761, Q7,2019,Automatic,5558,Diesel,33.6,3
762, A6,2019,Automatic,2408,Diesel,50.4,2
763, Q2,2019,Manual,4430,Petrol,40.9,1.5
764, Q2,2019,Manual,1000,Diesel,49.6,1.6
765, Q2,2019,Manual,1000,Diesel,49.6,1.6
766, A1,2016,Manual,8000,Petrol,67.3,1
767, A4,2017,Semi-Auto,29885,Diesel,65.7,2
768, A3,2017,Manual,14160,Diesel,68.9,1.6
769, A5,2019,Semi-Auto,21480,Diesel,48.7,2
770, A6,2019,Automatic,6606,Diesel,36.2,3
771, Q3,2017,Semi-Auto,12147,Petrol,40.4,2
772, A3,2017,Manual,29998,Petrol,61.4,1.4
773, Q3,2016,Semi-Auto,22168,Petrol,47.9,1.4
774, A1,2016,Manual,24242,Petrol,67.3,1
775, A3,2017,Semi-Auto,18389,Petrol,57.7,1.5
776, A6,2016,Manual,31759,Diesel,61.4,2
777, A4,2019,Semi-Auto,12853,Petrol,38.2,2
778, A4,2019,Semi-Auto,13009,Petrol,38.2,2
779, Q2,2019,Semi-Auto,17,Diesel,46.3,2
780, A5,2015,Manual,32125,Diesel,57.6,2
781, TT,2015,Manual,17416,Diesel,67.3,2
782, A5,2017,Semi-Auto,27049,Diesel,67.3,2
783, Q3,2014,Manual,81877,Diesel,49.6,2
784, Q3,2016,Manual,27692,Petrol,49.6,1.4
785, Q3,2015,Manual,35446,Diesel,54.3,2
786, A6,2015,Semi-Auto,45000,Diesel,64.2,2
787, Q2,2018,Semi-Auto,6672,Diesel,57.7,2
788, Q2,2018,Manual,10005,Petrol,50.4,1.4
789, A4,2019,Manual,2069,Petrol,41.5,2
790, A5,2019,Semi-Auto,24608,Petrol,39.8,2
791, A3,2017,Manual,36031,Petrol,60.1,1.4
792, A1,2017,Manual,28752,Petrol,58.9,1.4
793, A1,2014,Manual,58601,Petrol,52.3,1.4
794, A3,2017,Manual,21113,Petrol,55.4,1.5
795, Q3,2015,Manual,66047,Diesel,55.4,2
796, A6,2016,Semi-Auto,24405,Diesel,64.2,2
797, A6,2015,Manual,43193,Diesel,65.7,2
798, Q2,2017,Manual,22379,Petrol,52.3,1.4
799, A6,2014,Semi-Auto,36223,Diesel,44.8,3
800, TT,2016,Manual,39293,Diesel,62.8,2
801, A8,2018,Semi-Auto,13512,Diesel,50.4,3
802, A1,2015,Manual,61194,Petrol,67.3,1
803, A4,2017,Manual,58670,Diesel,74.3,2
804, A1,2016,Manual,36951,Petrol,67.3,1
805, A3,2014,Manual,34250,Petrol,55.4,1.4
806, A4,2016,Manual,32811,Diesel,74.3,2
807, A6,2017,Semi-Auto,31842,Diesel,58.9,2
808, A1,2016,Manual,22373,Petrol,55.4,1.4
809, Q3,2017,Manual,34617,Diesel,60.1,2
810, Q3,2015,Manual,48065,Diesel,55.4,2
811, A4,2017,Semi-Auto,26752,Diesel,64.2,2
812, Q2,2018,Manual,12300,Petrol,52.3,1.4
813, A6,2016,Semi-Auto,24000,Diesel,61.4,2
814, TT,2015,Manual,61410,Diesel,62.8,2
815, A6,2015,Semi-Auto,57290,Diesel,61.4,2
816, Q2,2017,Manual,18045,Petrol,55.4,1
817, A3,2017,Semi-Auto,13542,Diesel,72.4,1.6
818, Q5,2016,Semi-Auto,38678,Diesel,42.2,3
819, A5,2017,Semi-Auto,19608,Diesel,62.8,2
820, Q3,2019,Automatic,8849,Diesel,47.1,2
821, A1,2015,Manual,13854,Petrol,55.4,1.4
822, A1,2017,Manual,37131,Petrol,67.3,1
823, A6,2014,Semi-Auto,60484,Diesel,64.2,2
824, A5,2015,Semi-Auto,71253,Diesel,49.6,3
825, Q3,2016,Semi-Auto,32968,Diesel,50.4,2
826, A3,2015,Manual,53372,Petrol,60.1,1.4
827, A4,2017,Manual,24222,Petrol,53.3,1.4
828, A4,2015,Manual,36081,Diesel,55.4,2
829, Q3,2018,Semi-Auto,11487,Petrol,42.2,2
830, Q3,2013,Semi-Auto,52765,Diesel,47.9,2
831, A1,2019,Manual,2065,Petrol,46.3,1.5
832, Q2,2018,Manual,8026,Petrol,47.1,1
833, A3,2018,Manual,31500,Petrol,55.4,1.5
834, Q2,2019,Semi-Auto,3481,Petrol,33.2,2
835, A4,2018,Semi-Auto,31348,Petrol,51.4,1.4
836, A4,2016,Manual,27370,Diesel,64.2,2
837, A4,2017,Semi-Auto,15175,Diesel,61.4,2
838, Q2,2018,Semi-Auto,11347,Petrol,52.3,1.4
839, Q3,2017,Manual,24387,Petrol,49.6,1.4
840, A1,2016,Manual,26165,Petrol,55.4,1.4
841, Q3,2017,Semi-Auto,14950,Petrol,42.2,2
842, A6,2016,Manual,44316,Diesel,64.2,2
843, A3,2017,Semi-Auto,35329,Petrol,47.9,2
844, A7,2017,Semi-Auto,34201,Diesel,52.3,3
845, A3,2015,Manual,21429,Diesel,68.9,2
846, A3,2016,Manual,35694,Petrol,60.1,1
847, Q3,2015,Semi-Auto,40858,Diesel,50.4,2
848, A4,2016,Manual,19285,Petrol,53.3,1.4
849, A5,2015,Semi-Auto,35903,Diesel,56.5,2
850, Q3,2015,Semi-Auto,40256,Diesel,50.4,2
851, A3,2019,Manual,7307,Diesel,51.4,1.6
852, Q2,2019,Automatic,2402,Diesel,47.9,1.6
853, Q3,2019,Automatic,4384,Petrol,38.2,1.5
854, Q2,2019,Automatic,1442,Petrol,40.9,1.5
855, Q3,2019,Manual,4173,Diesel,40.9,2
856, A3,2019,Semi-Auto,3243,Petrol,34.5,2
857, Q2,2019,Automatic,3381,Petrol,40.9,1.5
858, A3,2019,Automatic,7378,Diesel,52.3,1.6
859, A1,2019,Semi-Auto,4634,Petrol,40.9,2
860, Q3,2019,Automatic,7126,Petrol,32.1,2
861, A1,2020,Manual,556,Petrol,47.9,1
862, Q2,2017,Semi-Auto,9547,Petrol,54.3,1.4
863, Q3,2020,Semi-Auto,1904,Petrol,31.4,2
864, Q3,2020,Semi-Auto,525,Petrol,40.9,1.5
865, A3,2020,Semi-Auto,2165,Hybrid,141.3,1.4
866, A1,2020,Manual,1500,Petrol,47.9,1
867, A1,2019,Manual,1565,Petrol,47.9,1
868, A4,2017,Manual,59512,Diesel,74.3,2
869, A3,2019,Manual,6350,Diesel,54.3,2
870, A3,2019,Manual,4538,Diesel,51.4,1.6
871, A3,2019,Manual,6238,Diesel,51.4,1.6
872, A3,2019,Semi-Auto,6018,Petrol,40.9,2
873, Q2,2019,Semi-Auto,4201,Petrol,33.2,2
874, A3,2019,Manual,5150,Diesel,52.3,1.6
875, A1,2016,Manual,40468,Petrol,55.4,1.4
876, Q5,2020,Semi-Auto,1986,Diesel,38.2,2
877, Q2,2020,Manual,4265,Petrol,43.5,1.5
878, Q3,2020,Semi-Auto,1765,Petrol,31,2
879, Q2,2020,Semi-Auto,820,Petrol,32.5,2
880, Q3,2020,Semi-Auto,4846,Petrol,31.4,2
881, Q3,2020,Semi-Auto,475,Petrol,31.4,2
882, Q3,2020,Semi-Auto,425,Petrol,31.4,2
883, A6,2019,Semi-Auto,2271,Petrol,34,2
884, Q2,2019,Semi-Auto,4917,Petrol,40.9,1.5
885, Q2,2019,Semi-Auto,6070,Petrol,40.9,1.5
886, Q2,2019,Automatic,7945,Diesel,47.9,1.6
887, A4,2017,Manual,20637,Diesel,67.3,2
888, A4,2015,Manual,38041,Diesel,64.2,2
889, A5,2016,Semi-Auto,28555,Diesel,58.9,2
890, Q2,2019,Manual,3897,Petrol,39.2,1.5
891, A3,2019,Automatic,5793,Diesel,52.3,1.6
892, Q3,2017,Semi-Auto,30821,Petrol,42.8,2
893, Q3,2016,Manual,52034,Diesel,52.3,2
894, A3,2018,Semi-Auto,9135,Petrol,56.5,1.5
895, Q7,2017,Automatic,21728,Diesel,47.9,3
896, Q2,2019,Semi-Auto,2145,Diesel,46.3,2
897, A8,2017,Semi-Auto,6479,Diesel,50.4,3
898, A3,2019,Semi-Auto,1054,Petrol,34.5,2
899, A4,2019,Automatic,4598,Petrol,38.2,2
900, A1,2019,Manual,1041,Petrol,45.6,1.5
901, A1,2017,Automatic,21595,Petrol,58.9,1.4
902, Q2,2018,Manual,9005,Petrol,50.4,1.4
903, Q3,2019,Automatic,9029,Petrol,31.4,2
904, Q2,2017,Semi-Auto,25915,Diesel,65.7,1.6
905, Q3,2017,Manual,15454,Petrol,49.6,1.4
906, A8,2016,Semi-Auto,25691,Diesel,47.9,3
907, RS3,2016,Semi-Auto,29920,Petrol,34.9,2.5
908, A1,2019,Semi-Auto,5676,Petrol,47.1,1
909, Q5,2019,Semi-Auto,3263,Diesel,38.2,2
910, A3,2016,Semi-Auto,24406,Petrol,48.7,2
911, Q5,2019,Semi-Auto,44,Petrol,32.1,2
912, A6,2015,Semi-Auto,41109,Diesel,45.6,3
913, Q3,2019,Semi-Auto,13433,Petrol,31.7,2
914, A4,2019,Semi-Auto,5130,Petrol,38.7,2
915, Q3,2019,Manual,2362,Diesel,42.8,2
916, A8,2015,Semi-Auto,42565,Diesel,47.9,3
917, A4,2017,Manual,19637,Petrol,53.3,1.4
918, TT,2016,Manual,20674,Petrol,46.3,2
919, A6,2015,Semi-Auto,22540,Diesel,64.2,2
920, Q3,2015,Manual,14146,Diesel,60.1,2
921, A1,2016,Manual,21160,Petrol,55.4,1.4
922, Q2,2019,Semi-Auto,7779,Diesel,47.9,1.6
923, A1,2015,Manual,19603,Diesel,80.7,1.6
924, A1,2015,Manual,27275,Petrol,55.4,1.4
925, A3,2019,Automatic,8274,Petrol,45.6,1
926, A5,2016,Automatic,36399,Diesel,60.1,3
927, Q5,2016,Semi-Auto,46401,Diesel,42.8,3
928, Q2,2018,Manual,11088,Petrol,50.4,1.4
929, A6,2017,Automatic,32276,Diesel,61.4,2
930, Q3,2017,Manual,25576,Diesel,54.3,2
931, A3,2018,Manual,13069,Petrol,54.3,1.5
932, A6,2015,Semi-Auto,57123,Diesel,67.3,2
933, A3,2016,Manual,47205,Petrol,60.1,1
934, A4,2015,Manual,20995,Diesel,64.2,2
935, A3,2016,Manual,24102,Petrol,60.1,1.4
936, A4,2016,Manual,37251,Petrol,51.4,1.4
937, A1,2016,Manual,11578,Petrol,67.3,1
938, A5,2017,Semi-Auto,15114,Diesel,62.8,2
939, A4,2017,Manual,20083,Diesel,68.9,2
940, A3,2013,Manual,60076,Diesel,68.9,2
941, A4,2016,Manual,42783,Diesel,64.2,2
942, A1,2016,Manual,30334,Petrol,55.4,1.4
943, Q3,2016,Manual,22541,Diesel,52.3,2
944, TT,2016,Manual,18263,Diesel,62.8,2
945, A4,2016,Manual,37488,Diesel,64.2,2
946, Q7,2014,Semi-Auto,43209,Diesel,38.2,3
947, A4,2016,Semi-Auto,45619,Diesel,67.3,2
948, A5,2017,Manual,12313,Diesel,64.2,2
949, Q5,2016,Semi-Auto,50961,Diesel,47.1,2
950, A1,2016,Manual,24001,Petrol,55.4,1.4
951, A3,2017,Semi-Auto,24519,Diesel,70.6,1.6
952, A6,2017,Automatic,33856,Diesel,56.5,2
953, A4,2016,Manual,29333,Petrol,51.4,1.4
954, A1,2013,Semi-Auto,47565,Petrol,53.3,1.4
955, Q5,2019,Semi-Auto,4770,Diesel,38.2,2
956, Q3,2019,Automatic,1000,Diesel,47.1,2
957, A6,2019,Semi-Auto,1000,Diesel,47.9,2
958, Q3,2015,Manual,53124,Diesel,55.4,2
959, Q2,2019,Semi-Auto,5662,Diesel,47.9,1.6
960, Q3,2015,Semi-Auto,33845,Petrol,47.9,1.4
961, Q3,2015,Semi-Auto,39876,Petrol,42.8,2
962, A1,2015,Manual,49565,Petrol,55.4,1.4
963, A1,2016,Manual,13501,Petrol,67.3,1
964, A4,2019,Manual,5654,Petrol,39.2,2
965, A6,2017,Semi-Auto,22350,Diesel,54.3,2
966, A5,2019,Semi-Auto,3065,Petrol,39.8,2
967, A4,2016,Manual,30498,Diesel,74.3,2
968, Q5,2019,Semi-Auto,100,Petrol,33.2,2
969, A6,2019,Automatic,1000,Diesel,47.9,2
970, Q2,2019,Manual,15,Petrol,40.9,1.5
971, A1,2019,Semi-Auto,1000,Petrol,44.1,1
972, Q2,2019,Manual,1000,Petrol,43.5,1.5
973, A6,2019,Automatic,1000,Diesel,50.4,2
974, A8,2018,Automatic,7919,Diesel,50.4,3
