"id","model","year","transmission","mileage","fueltype","price","tax","mpg","enginesize"
382, A4,2019,Manual,4598,Petrol,25990,145.0,38.2,2.0
383, A8,2018,Semi-Auto,6588,Diesel,38995,145.0,48.7,3.0
384, Q7,2016,Semi-Auto,48248,Diesel,31995,205.0,47.9,3.0
385, A3,2019,Semi-Auto,4549,Petrol,30995,150.0,34.5,2.0
386, A1,2019,Manual,7564,Petrol,18995,145.0,51.4,1.0
387, A8,2018,Semi-Auto,11276,Diesel,41995,145.0,48.7,3.0
388, A4,2016,Manual,20141,Diesel,19995,30.0,67.3,2.0
389, A3,2016,Manual,16555,Petrol,16995,20.0,60.1,1.4
390, A1,2017,Manual,8608,Petrol,14495,145.0,67.3,1.0
391, Q3,2017,Manual,18380,Petrol,19995,145.0,49.6,1.4
392, Q3,2017,Semi-Auto,27136,Petrol,23995,145.0,40.4,2.0
393, A3,2016,Manual,36409,Petrol,13995,20.0,60.1,1.4
394, A6,2017,Semi-Auto,35219,Diesel,27995,150.0,50.4,3.0
395, Q5,2018,Semi-Auto,10252,Petrol,33995,150.0,40.4,2.0
396, A3,2018,Manual,16380,Diesel,17490,145.0,67.3,1.6
397, A3,2015,Semi-Auto,30530,Diesel,14990,30.0,64.2,2.0
398, Q5,2016,Semi-Auto,37129,Diesel,30995,235.0,42.2,3.0
399, A3,2017,Manual,36400,Petrol,13995,20.0,61.4,1.4
400, Q7,2018,Semi-Auto,8618,Diesel,47995,145.0,32.8,3.0
401, Q2,2018,Manual,9634,Petrol,21995,145.0,50.4,1.4
402, Q2,2017,Semi-Auto,18355,Diesel,19995,145.0,68.9,1.6
403, Q5,2017,Semi-Auto,28604,Petrol,26995,145.0,40.9,2.0
404, A1,2017,Manual,15187,Diesel,15995,145.0,76.3,1.6
405, A5,2015,Semi-Auto,43417,Diesel,18990,160.0,50.4,2.0
406, A8,2018,Semi-Auto,12195,Diesel,35995,145.0,50.4,3.0
407, A5,2018,Semi-Auto,12686,Diesel,27995,145.0,58.9,3.0
408, A1,2019,Semi-Auto,5356,Petrol,23995,145.0,44.1,1.5
409, A4,2020,Semi-Auto,7963,Petrol,31265,145.0,41.5,2.0
410, A5,2020,Semi-Auto,7423,Diesel,36312,145.0,51.4,2.0
411, A1,2017,Manual,12148,Petrol,13995,145.0,67.3,1.0
412, Q5,2016,Semi-Auto,44525,Diesel,31995,235.0,42.2,3.0
413, Q3,2016,Manual,20952,Diesel,18495,145.0,55.4,2.0
414, A6,2019,Semi-Auto,4582,Diesel,33490,145.0,39.2,3.0
415, Q5,2014,Manual,36970,Diesel,19995,200.0,47.9,2.0
416, Q3,2015,Manual,38244,Petrol,17995,145.0,49.6,1.4
417, Q7,2015,Semi-Auto,26407,Diesel,31995,200.0,47.9,3.0
418, Q2,2019,Manual,6484,Diesel,23995,145.0,49.6,1.6
419, A3,2019,Manual,3325,Diesel,20995,145.0,49.6,1.6
420, Q3,2017,Semi-Auto,9078,Petrol,24995,145.0,40.4,2.0
421, A1,2017,Manual,22427,Petrol,12995,145.0,67.3,1.0
422, A4,2015,Semi-Auto,41755,Diesel,14995,150.0,53.3,2.0
423, A3,2015,Semi-Auto,35455,Petrol,12490,30.0,58.9,1.4
424, A3,2017,Manual,14607,Petrol,14298,20.0,60.1,1.0
425, A1,2016,Manual,24952,Petrol,11498,30.0,55.4,1.4
426, A5,2014,Manual,49640,Diesel,11998,30.0,64.2,2.0
427, Q3,2017,Manual,21576,Petrol,19998,145.0,49.6,1.4
428, Q5,2017,Semi-Auto,20870,Diesel,27995,145.0,55.4,2.0
429, A4,2017,Semi-Auto,30300,Diesel,19995,30.0,62.8,2.0
430, Q3,2016,Manual,22353,Diesel,19995,160.0,49.6,2.0
431, Q3,2016,Semi-Auto,23205,Diesel,19995,145.0,55.4,2.0
432, A1,2017,Manual,15361,Petrol,13995,30.0,55.4,1.4
433, A6,2019,Semi-Auto,8598,Diesel,29995,145.0,47.9,2.0
434, A3,2019,Semi-Auto,6000,Diesel,19990,145.0,52.3,1.6
435, A3,2019,Semi-Auto,5199,Diesel,19990,145.0,52.3,1.6
436, A1,2018,Manual,15092,Petrol,14995,145.0,57.7,1.4
437, A3,2017,Semi-Auto,3059,Petrol,36990,145.0,43.5,2.0
438, TT,2016,Semi-Auto,28475,Petrol,24995,200.0,40.9,2.0
439, A3,2013,Manual,35804,Petrol,11490,30.0,54.3,1.4
440, A3,2017,Manual,24000,Petrol,18495,30.0,60.1,1.4
441, Q7,2019,Semi-Auto,3264,Diesel,46990,145.0,33.6,3.0
442, A3,2019,Semi-Auto,2868,Diesel,23995,145.0,52.3,1.6
443, A4,2019,Semi-Auto,6541,Diesel,27990,145.0,47.9,2.0
444, Q5,2019,Semi-Auto,4511,Diesel,36990,145.0,38.2,2.0
445, Q3,2017,Semi-Auto,27057,Petrol,18995,145.0,47.9,1.4
446, A4,2013,Manual,42185,Diesel,12990,145.0,55.4,2.0
447, Q5,2015,Semi-Auto,59120,Diesel,17995,200.0,47.1,2.0
448, A5,2016,Semi-Auto,41431,Diesel,16498,160.0,52.3,2.0
449, Q5,2019,Semi-Auto,30,Petrol,31998,145.0,33.2,2.0
450, Q5,2019,Semi-Auto,5065,Diesel,36995,145.0,38.2,2.0
451, Q5,2019,Semi-Auto,4638,Diesel,36995,145.0,38.2,2.0
452, RS6,2017,Semi-Auto,34926,Petrol,57995,325.0,29.4,4.0
453, Q2,2018,Semi-Auto,4642,Diesel,22890,145.0,46.3,1.6
454, A6,2015,Semi-Auto,29558,Diesel,16995,20.0,67.3,2.0
455, A6,2019,Semi-Auto,4899,Diesel,33298,145.0,47.9,2.0
456, A3,2017,Manual,17000,Petrol,15995,20.0,60.1,1.4
457, A4,2017,Semi-Auto,51204,Diesel,20995,145.0,56.5,2.0
458, A3,2013,Semi-Auto,38776,Petrol,14995,30.0,56.5,1.4
459, Q3,2017,Manual,21972,Petrol,19995,145.0,49.6,1.4
460, TT,2018,Semi-Auto,17648,Petrol,39995,145.0,34.5,2.5
461, Q2,2017,Semi-Auto,5674,Petrol,22995,145.0,52.3,1.4
462, A5,2017,Semi-Auto,22086,Diesel,24995,145.0,62.8,2.0
463, A8,2019,Semi-Auto,10090,Petrol,39995,145.0,37.7,3.0
464, Q3,2015,Semi-Auto,20825,Petrol,19995,145.0,47.9,1.4
465, A1,2015,Manual,20042,Petrol,12995,30.0,57.6,1.4
466, Q2,2019,Manual,3657,Diesel,22663,145.0,49.6,1.6
467, Q2,2019,Manual,4502,Diesel,24368,145.0,47.9,1.6
468, A4,2017,Semi-Auto,31214,Diesel,19495,30.0,67.3,2.0
469, Q2,2018,Manual,16414,Petrol,19990,145.0,50.4,1.4
470, Q2,2018,Manual,27198,Petrol,21495,145.0,50.4,1.4
471, A3,2018,Semi-Auto,17166,Petrol,28995,145.0,43.5,2.0
472, A3,2018,Semi-Auto,18283,Petrol,26990,145.0,44.1,2.0
473, Q5,2018,Semi-Auto,15076,Diesel,27995,145.0,56.5,2.0
474, Q5,2017,Semi-Auto,29330,Diesel,25995,145.0,56.5,2.0
475, Q2,2017,Manual,25520,Petrol,19995,145.0,50.4,1.4
476, A4,2020,Semi-Auto,7521,Diesel,38534,145.0,49.6,2.0
477, A7,2019,Semi-Auto,933,Diesel,41995,145.0,45.6,2.0
478, A3,2019,Semi-Auto,6018,Diesel,19990,145.0,52.3,1.6
479, A3,2019,Manual,11330,Petrol,18495,145.0,42.8,1.5
480, Q5,2016,Semi-Auto,23478,Diesel,33995,235.0,42.2,3.0
481, Q2,2017,Manual,17872,Diesel,18995,145.0,64.2,1.6
482, A5,2019,Semi-Auto,4327,Petrol,30709,145.0,39.8,2.0
483, Q7,2019,Semi-Auto,4813,Diesel,48136,145.0,33.2,3.0
484, Q2,2019,Manual,3578,Diesel,24365,145.0,47.9,1.6
485, A6,2019,Semi-Auto,4196,Diesel,33295,145.0,47.9,2.0
486, A1,2015,Manual,32065,Petrol,13995,30.0,55.4,1.4
487, A8,2017,Semi-Auto,15072,Diesel,28995,200.0,47.1,3.0
488, Q3,2017,Manual,50286,Diesel,16490,145.0,61.4,2.0
489, Q3,2017,Semi-Auto,25667,Petrol,23995,145.0,40.4,2.0
490, Q7,2017,Semi-Auto,33165,Diesel,35995,200.0,47.9,3.0
491, Q2,2017,Manual,27078,Petrol,19995,125.0,50.4,1.4
492, Q2,2017,Manual,29874,Petrol,19995,125.0,50.4,1.4
493, Q5,2015,Semi-Auto,28977,Diesel,21995,200.0,47.1,2.0
494, Q3,2016,Semi-Auto,28526,Diesel,21995,160.0,50.4,2.0
495, Q3,2017,Manual,14068,Diesel,22995,145.0,54.3,2.0
496, A3,2018,Manual,6321,Petrol,18990,145.0,50.4,2.0
497, A8,2018,Semi-Auto,4440,Petrol,40990,145.0,37.7,3.0
498, A3,2019,Manual,2085,Diesel,23995,145.0,51.4,1.6
499, Q5,2019,Semi-Auto,2712,Diesel,37995,145.0,38.2,2.0
500, A6,2019,Semi-Auto,3968,Diesel,33410,145.0,47.9,2.0
501, Q2,2019,Manual,6921,Petrol,22997,145.0,47.1,1.0
502, A3,2015,Manual,50062,Petrol,14995,30.0,57.6,1.2
503, A1,2015,Manual,31500,Petrol,11995,30.0,57.6,1.4
504, A1,2015,Manual,21807,Petrol,12995,30.0,57.6,1.4
505, A5,2019,Semi-Auto,7215,Diesel,27990,145.0,46.3,2.0
506, A6,2019,Semi-Auto,5397,Diesel,29990,145.0,50.4,2.0
507, A3,2019,Manual,4963,Petrol,23377,145.0,42.8,1.5
508, A3,2017,Manual,13688,Petrol,25995,200.0,40.4,2.0
509, A3,2017,Semi-Auto,19735,Petrol,18995,30.0,57.6,1.4
510, Q3,2017,Semi-Auto,22175,Petrol,20995,145.0,47.9,1.4
511, A4,2018,Semi-Auto,13907,Petrol,23995,145.0,49.6,1.4
512, A1,2018,Manual,20106,Petrol,14495,145.0,67.3,1.0
513, Q5,2018,Semi-Auto,7891,Petrol,30995,145.0,40.9,2.0
514, A4,2019,Semi-Auto,4836,Diesel,26490,145.0,48.7,2.0
515, A5,2019,Manual,4587,Petrol,34259,145.0,37.2,2.0
516, A5,2019,Manual,5721,Petrol,35131,145.0,37.2,2.0
517, Q7,2019,Semi-Auto,4236,Diesel,50414,145.0,33.2,3.0
518, Q5,2015,Semi-Auto,18188,Diesel,21995,200.0,47.1,2.0
519, A5,2016,Manual,41497,Diesel,16995,125.0,57.6,2.0
520, A1,2016,Manual,13961,Petrol,14995,30.0,58.9,1.4
521, A6,2019,Semi-Auto,10852,Diesel,30990,145.0,47.9,2.0
522, A3,2019,Manual,10059,Petrol,18490,145.0,43.5,1.5
523, A3,2019,Manual,5985,Petrol,18490,145.0,43.5,1.5
524, A4,2019,Semi-Auto,6214,Petrol,26490,145.0,38.7,2.0
525, RS5,2019,Semi-Auto,5089,Petrol,59995,145.0,30.1,2.9
526, Q2,2019,Manual,2756,Petrol,24995,145.0,42.2,1.0
527, A6,2019,Semi-Auto,4982,Diesel,29490,145.0,47.9,2.0
528, A4,2016,Semi-Auto,41505,Diesel,17495,20.0,67.3,2.0
529, Q3,2017,Semi-Auto,26494,Petrol,20995,145.0,47.9,1.4
530, A1,2017,Manual,23655,Petrol,14495,30.0,55.4,1.4
531, RS5,2019,Semi-Auto,3382,Petrol,58995,145.0,30.1,2.9
532, A3,2018,Manual,17789,Petrol,19995,145.0,54.3,1.5
533, A6,2019,Semi-Auto,5023,Diesel,33640,145.0,47.9,2.0
534, A6,2019,Semi-Auto,6238,Diesel,53939,145.0,37.7,3.0
535, A5,2019,Semi-Auto,4520,Petrol,30719,145.0,39.8,2.0
536, A5,2019,Semi-Auto,5210,Petrol,30197,145.0,39.8,2.0
537, A5,2019,Semi-Auto,3256,Petrol,27022,145.0,40.4,2.0
538, A4,2019,Semi-Auto,5201,Diesel,37560,145.0,44.1,2.0
539, Q7,2019,Semi-Auto,28,Diesel,49990,145.0,33.6,3.0
540, A1,2017,Manual,25747,Petrol,12495,0.0,67.3,1.0
541, A1,2017,Manual,27000,Petrol,14995,145.0,55.4,1.4
542, Q5,2016,Semi-Auto,51562,Diesel,24490,235.0,42.8,3.0
543, A3,2016,Manual,40030,Diesel,13995,0.0,83.1,1.6
544, A6,2016,Semi-Auto,43099,Diesel,19495,145.0,56.5,2.0
545, Q2,2017,Manual,18842,Petrol,17995,145.0,55.4,1.0
546, A4,2016,Semi-Auto,31894,Diesel,19995,30.0,64.2,3.0
547, A5,2019,Semi-Auto,5712,Diesel,30728,145.0,51.4,2.0
548, A5,2015,Semi-Auto,38540,Diesel,18995,125.0,58.9,2.0
549, A1,2017,Manual,25552,Petrol,13995,30.0,56.5,1.4
550, A7,2015,Semi-Auto,72283,Diesel,18495,145.0,54.3,3.0
551, Q5,2016,Semi-Auto,22809,Diesel,34995,235.0,42.2,3.0
552, A3,2017,Manual,16103,Diesel,19995,145.0,65.7,2.0
553, A1,2016,Manual,23745,Petrol,13495,30.0,57.6,1.4
554, TT,2016,Manual,29593,Diesel,16995,30.0,62.8,2.0
555, A1,2014,Semi-Auto,15300,Petrol,13995,125.0,53.3,1.4
556, Q3,2018,Semi-Auto,9185,Petrol,25995,145.0,48.7,1.4
557, Q2,2019,Manual,1592,Petrol,25995,145.0,39.2,1.5
558, A1,2016,Manual,45644,Diesel,10995,0.0,80.7,1.6
559, Q8,2019,Semi-Auto,4488,Diesel,48995,145.0,33.6,3.0
560, Q5,2016,Semi-Auto,29156,Diesel,33995,235.0,42.2,3.0
561, A1,2015,Manual,15837,Petrol,12298,30.0,58.9,1.4
562, Q3,2016,Manual,15264,Diesel,15998,30.0,61.4,2.0
563, Q2,2018,Manual,8211,Diesel,18998,150.0,49.6,1.6
564, Q2,2017,Manual,10962,Petrol,21995,145.0,50.4,1.4
565, Q5,2016,Semi-Auto,42187,Diesel,28995,235.0,42.8,3.0
566, A1,2017,Manual,8128,Petrol,15995,30.0,55.4,1.4
567, A4,2016,Manual,55697,Diesel,13985,20.0,70.6,2.0
568, Q3,2015,Manual,35446,Diesel,13995,145.0,54.3,2.0
569, Q3,2016,Semi-Auto,30366,Diesel,18499,160.0,50.4,2.0
570, Q5,2017,Semi-Auto,32090,Petrol,27498,145.0,40.4,2.0
571, Q3,2015,Semi-Auto,19300,Petrol,15998,145.0,47.9,1.4
572, A4,2016,Manual,37478,Diesel,13998,0.0,74.3,2.0
573, A3,2019,Semi-Auto,6266,Petrol,24998,145.0,38.2,2.0
574, A1,2016,Manual,8577,Petrol,13995,30.0,55.4,1.4
575, A3,2018,Manual,13147,Diesel,18995,145.0,67.3,1.6
576, A6,2017,Semi-Auto,24336,Diesel,22995,145.0,61.4,2.0
577, Q2,2018,Manual,23813,Petrol,17495,145.0,55.4,1.0
578, Q2,2017,Semi-Auto,17633,Petrol,21995,145.0,52.3,1.4
579, A6,2015,Semi-Auto,55220,Diesel,16995,30.0,64.2,2.0
580, Q5,2017,Semi-Auto,47952,Diesel,22995,145.0,56.5,2.0
581, Q5,2014,Semi-Auto,50500,Diesel,19995,235.0,44.1,3.0
582, A1,2016,Manual,31147,Petrol,15495,30.0,56.5,1.4
583, Q2,2019,Semi-Auto,79,Diesel,25998,150.0,46.3,2.0
584, A5,2015,Semi-Auto,56875,Diesel,14500,150.0,53.3,2.0
585, A5,2015,Manual,37056,Diesel,18995,160.0,53.3,2.0
586, RS3,2018,Semi-Auto,5431,Petrol,39995,145.0,34.0,2.5
587, A1,2016,Manual,31031,Petrol,13995,30.0,56.5,1.4
588, A4,2015,Semi-Auto,34906,Diesel,17995,160.0,49.6,3.0
589, A4,2017,Semi-Auto,14821,Diesel,21995,145.0,64.2,3.0
590, A1,2016,Manual,15307,Petrol,15495,30.0,55.4,1.4
591, A4,2016,Semi-Auto,23626,Petrol,19995,160.0,45.6,2.0
592, A1,2016,Manual,11892,Petrol,12995,0.0,67.3,1.0
593, A1,2016,Manual,42165,Petrol,12995,30.0,56.5,1.4
594, A3,2019,Semi-Auto,3036,Petrol,31795,145.0,34.5,2.0
595, A4,2019,Semi-Auto,2703,Diesel,39995,145.0,40.9,3.0
596, Q7,2016,Automatic,41032,Diesel,48995,300.0,39.2,4.0
597, A3,2018,Manual,8545,Diesel,21495,145.0,53.3,1.6
598, A3,2016,Manual,30287,Petrol,13498,20.0,60.1,1.4
599, A3,2016,Manual,1893,Petrol,14998,20.0,60.1,1.4
600, A4,2017,Manual,6896,Petrol,16998,145.0,52.3,1.4
601, TT,2016,Manual,34084,Diesel,15498,30.0,62.8,2.0
602, A4,2017,Semi-Auto,84222,Diesel,13985,20.0,68.9,2.0
603, A3,2015,Manual,68428,Diesel,10385,0.0,83.1,1.6
604, Q5,2018,Semi-Auto,20283,Petrol,37500,150.0,34.0,3.0
605, A4,2016,Manual,56235,Diesel,11500,0.0,74.3,2.0
606, A8,2017,Semi-Auto,37492,Diesel,24500,205.0,47.1,3.0
607, Q5,2015,Semi-Auto,66959,Diesel,21500,265.0,41.5,3.0
608, Q5,2014,Manual,46622,Diesel,16000,205.0,47.9,2.0
609, A6,2013,Semi-Auto,40003,Diesel,11995,145.0,56.5,2.0
610, Q5,2018,Semi-Auto,20300,Petrol,38900,145.0,34.0,3.0
611, A5,2019,Semi-Auto,50,Petrol,24498,145.0,40.4,2.0
612, Q2,2016,Manual,23426,Petrol,19995,125.0,50.4,1.4
613, A3,2015,Semi-Auto,46465,Petrol,14995,30.0,54.3,1.4
614, Q5,2018,Semi-Auto,14600,Diesel,29995,145.0,55.4,2.0
615, A1,2019,Manual,3232,Petrol,23995,145.0,50.4,1.0
616, A1,2017,Manual,16086,Petrol,15995,30.0,55.4,1.4
617, A1,2017,Manual,15981,Petrol,13995,145.0,57.6,1.4
618, A7,2018,Semi-Auto,6850,Diesel,38995,145.0,38.2,3.0
619, A3,2017,Manual,16668,Diesel,18995,145.0,70.6,1.6
620, A7,2018,Semi-Auto,13082,Petrol,35995,145.0,39.8,3.0
621, A3,2019,Semi-Auto,10522,Petrol,18995,145.0,43.5,1.5
622, A3,2018,Manual,12795,Petrol,19995,145.0,47.1,1.0
623, Q5,2018,Automatic,8250,Diesel,34995,145.0,38.2,2.0
624, Q2,2019,Automatic,5859,Diesel,23995,145.0,47.9,1.6
625, A4,2019,Automatic,8235,Diesel,37995,145.0,44.1,2.0
626, Q3,2019,Manual,5356,Diesel,35995,145.0,40.9,2.0
627, A6,2019,Automatic,5565,Diesel,34995,145.0,47.9,2.0
628, A4,2017,Manual,13122,Petrol,16498,145.0,52.3,1.4
629, Q2,2019,Manual,2940,Petrol,26495,145.0,39.2,1.5
630, Q5,2016,Semi-Auto,26500,Diesel,21995,200.0,47.1,2.0
631, A8,2020,Semi-Auto,1100,Diesel,52995,145.0,40.4,3.0
632, Q5,2018,Semi-Auto,24408,Petrol,30995,145.0,40.4,2.0
633, RS4,2020,Semi-Auto,2200,Petrol,69995,145.0,28.8,2.9
634, A7,2020,Semi-Auto,500,Diesel,51995,145.0,38.7,3.0
635, A4,2016,Semi-Auto,47600,Diesel,21995,145.0,56.5,2.0
636, A3,2018,Automatic,17252,Petrol,22995,145.0,56.5,1.5
637, A5,2017,Semi-Auto,49287,Diesel,19945,145.0,62.8,2.0
638, A5,2017,Semi-Auto,47446,Diesel,22945,145.0,62.8,2.0
639, A5,2017,Semi-Auto,14589,Diesel,22990,30.0,65.7,2.0
640, A4,2016,Manual,41279,Diesel,13995,0.0,74.3,2.0
641, Q7,2018,Automatic,3893,Diesel,60995,145.0,39.2,4.0
642, A8,2017,Automatic,3338,Diesel,38995,145.0,50.4,3.0
643, Q5,2018,Automatic,4286,Petrol,42995,145.0,34.0,3.0
644, Q5,2018,Automatic,22913,Diesel,28995,145.0,56.5,2.0
645, Q5,2019,Semi-Auto,4125,Diesel,36995,145.0,38.2,2.0
646, Q3,2019,Semi-Auto,4000,Petrol,34995,145.0,31.7,2.0
647, Q5,2019,Semi-Auto,5123,Diesel,38495,145.0,38.2,2.0
648, A4,2019,Automatic,5000,Diesel,43495,145.0,40.9,3.0
649, A5,2019,Automatic,6500,Diesel,34995,145.0,46.3,2.0
650, Q5,2017,Semi-Auto,29832,Petrol,35995,145.0,34.0,3.0
651, Q2,2017,Manual,11125,Petrol,21495,125.0,50.4,1.4
652, Q5,2019,Automatic,11565,Diesel,36995,145.0,38.2,2.0
653, A3,2019,Automatic,10434,Petrol,22995,145.0,42.2,1.5
654, A3,2016,Manual,61332,Diesel,11990,20.0,68.9,2.0
655, A1,2016,Manual,22669,Petrol,11498,30.0,57.6,1.4
656, Q3,2016,Manual,14419,Diesel,19498,145.0,52.3,2.0
657, A1,2015,Manual,37458,Petrol,10698,30.0,55.4,1.4
658, A1,2014,Manual,23015,Petrol,11998,20.0,60.1,1.4
659, A6,2016,Semi-Auto,26784,Diesel,22500,150.0,54.3,2.0
660, Q5,2019,Automatic,7256,Diesel,35995,145.0,38.2,2.0
661, TT,2016,Manual,24256,Petrol,17995,145.0,47.1,1.8
662, A4,2018,Semi-Auto,11047,Diesel,28995,145.0,56.5,2.0
663, A4,2017,Semi-Auto,19444,Diesel,22995,125.0,57.6,2.0
664, Q3,2017,Manual,30123,Petrol,17995,125.0,51.4,1.4
665, A4,2019,Manual,7422,Petrol,25995,145.0,39.2,2.0
666, A4,2016,Automatic,40688,Petrol,24495,160.0,42.8,2.0
667, Q3,2019,Semi-Auto,5454,Petrol,38995,145.0,30.7,2.0
668, A3,2019,Manual,12785,Petrol,19995,145.0,42.8,1.5
669, A6,2019,Automatic,7486,Diesel,42995,145.0,39.2,3.0
670, A5,2019,Automatic,9256,Diesel,36995,145.0,45.6,2.0
671, A4,2019,Automatic,13690,Diesel,29995,145.0,47.9,2.0
672, Q3,2016,Semi-Auto,25125,Diesel,20495,160.0,50.4,2.0
673, Q5,2019,Automatic,6400,Diesel,34995,145.0,38.2,2.0
674, A3,2019,Manual,3265,Petrol,19495,145.0,47.1,1.0
675, Q3,2017,Semi-Auto,17680,Petrol,22995,145.0,42.2,2.0
676, A1,2016,Manual,38502,Petrol,11995,30.0,57.6,1.4
677, A1,2016,Manual,36276,Petrol,12995,30.0,55.4,1.4
678, Q7,2017,Automatic,23437,Diesel,49995,300.0,39.2,4.0
679, Q5,2017,Semi-Auto,20364,Diesel,25995,145.0,56.5,2.0
680, A1,2016,Manual,22606,Petrol,11995,30.0,57.6,1.4
681, A4,2020,Semi-Auto,100,Petrol,29995,150.0,39.2,2.0
682, RS4,2019,Semi-Auto,8503,Diesel,52995,150.0,33.6,2.9
683, Q2,2019,Semi-Auto,1296,Petrol,28995,150.0,34.5,2.0
684, A5,2016,Manual,26307,Diesel,16995,125.0,60.1,2.0
685, Q7,2016,Semi-Auto,34685,Diesel,33995,200.0,47.9,3.0
686, A5,2016,Manual,34728,Diesel,18995,125.0,57.6,2.0
687, A1,2017,Manual,24427,Petrol,14995,145.0,55.4,1.4
688, A1,2017,Manual,16763,Petrol,12995,145.0,55.4,1.4
689, Q2,2017,Manual,38484,Petrol,15995,145.0,55.4,1.0
690, Q7,2017,Semi-Auto,16837,Diesel,52995,145.0,39.2,4.0
691, Q2,2017,Automatic,33523,Diesel,19995,145.0,58.9,2.0
692, A4,2017,Manual,6402,Petrol,17298,145.0,52.3,1.4
693, A4,2016,Manual,21944,Petrol,15998,125.0,49.6,2.0
694, TT,2015,Manual,19383,Petrol,16498,165.0,46.3,2.0
695, A6,2019,Semi-Auto,19118,Diesel,25998,145.0,47.9,2.0
696, Q3,2019,Semi-Auto,4436,Petrol,38995,150.0,32.1,2.0
697, Q8,2019,Semi-Auto,5978,Diesel,83995,150.0,30.7,4.0
698, A1,2019,Manual,2235,Petrol,19995,150.0,49.6,1.0
699, Q3,2016,Semi-Auto,52496,Diesel,16995,160.0,50.4,2.0
700, A6,2016,Automatic,52255,Diesel,18350,30.0,61.4,2.0
701, A3,2018,Manual,19686,Diesel,15590,145.0,68.9,1.6
702, Q7,2016,Semi-Auto,26705,Diesel,12500,200.0,47.9,3.0
703, A1,2016,Manual,26705,Petrol,12500,30.0,58.9,1.4
704, A1,2018,Manual,18120,Petrol,12500,145.0,57.7,1.4
705, Q3,2016,Semi-Auto,11966,Petrol,18000,145.0,47.9,1.4
706, A3,2016,Manual,34728,Petrol,14500,30.0,57.6,1.4
707, A3,2018,Semi-Auto,30547,Diesel,16995,145.0,70.6,1.6
708, A3,2015,Manual,72406,Diesel,13795,20.0,68.9,2.0
709, A6,2017,Semi-Auto,52822,Diesel,19995,145.0,64.2,2.0
710, A6,2015,Semi-Auto,70228,Diesel,18990,145.0,54.3,3.0
711, A3,2017,Manual,21637,Diesel,15795,20.0,67.3,2.0
712, Q3,2014,Manual,52006,Diesel,12595,145.0,54.3,2.0
713, Q3,2016,Semi-Auto,28994,Diesel,20495,160.0,50.4,2.0
714, A6,2018,Manual,30,Diesel,37995,145.0,39.2,3.0
715, Q5,2019,Automatic,7093,Diesel,35995,145.0,38.2,2.0
716, Q2,2020,Semi-Auto,1934,Petrol,35495,145.0,32.5,2.0
717, A4,2019,Semi-Auto,4708,Diesel,28995,145.0,49.6,2.0
718, Q3,2019,Automatic,4304,Diesel,38995,145.0,37.7,2.0
719, Q2,2017,Manual,9256,Petrol,19495,145.0,52.3,1.4
720, Q3,2018,Automatic,11403,Petrol,27995,145.0,38.2,1.5
721, A1,2019,Semi-Auto,1952,Petrol,23995,145.0,44.1,1.0
722, A6,2019,Semi-Auto,8060,Diesel,41995,145.0,37.7,3.0
723, A6,2018,Semi-Auto,7415,Diesel,31700,145.0,47.9,2.0
724, A8,2018,Automatic,9756,Petrol,42000,145.0,37.7,3.0
725, A5,2018,Automatic,9102,Diesel,33500,145.0,51.4,3.0
726, Q5,2018,Automatic,6002,Diesel,31000,145.0,38.2,2.0
727, Q7,2018,Automatic,6591,Diesel,45000,145.0,33.2,3.0
728, Q2,2019,Manual,1000,Diesel,22495,145.0,49.6,1.6
729, A3,2019,Automatic,5450,Petrol,21995,145.0,44.8,1.5
730, Q2,2019,Automatic,1000,Diesel,29809,145.0,46.3,2.0
731, A5,2019,Automatic,1000,Petrol,31995,145.0,40.4,2.0
732, A4,2016,Manual,23596,Petrol,18000,145.0,48.7,2.0
733, Q7,2018,Automatic,11719,Diesel,55500,145.0,39.2,4.0
734, Q5,2019,Automatic,3185,Diesel,31500,145.0,39.2,2.0
735, Q5,2019,Automatic,8744,Diesel,30995,145.0,39.2,2.0
736, A6,2019,Automatic,238,Diesel,32250,145.0,47.9,2.0
737, A5,2019,Automatic,4693,Diesel,31695,145.0,47.1,2.0
738, Q3,2016,Manual,28186,Diesel,19000,145.0,52.3,2.0
739, Q3,2016,Semi-Auto,37000,Diesel,16995,145.0,54.3,2.0
740, A1,2017,Manual,13555,Petrol,14695,30.0,55.4,1.4
741, Q5,2016,Semi-Auto,31031,Diesel,31495,235.0,42.2,3.0
742, Q3,2016,Manual,34500,Diesel,17395,160.0,49.6,2.0
743, Q5,2019,Semi-Auto,6412,Diesel,33995,145.0,39.2,2.0
744, A3,2017,Manual,14500,Petrol,17500,20.0,60.1,1.4
745, A1,2017,Manual,24857,Diesel,11495,0.0,76.3,1.6
746, A6,2019,Automatic,2394,Diesel,32494,145.0,50.4,2.0
747, Q5,2019,Automatic,1000,Diesel,36202,145.0,39.2,2.0
748, Q5,2019,Automatic,1000,Diesel,37395,145.0,38.2,2.0
749, A6,2019,Automatic,1000,Diesel,31000,145.0,50.4,2.0
750, A8,2018,Automatic,10296,Diesel,37000,145.0,50.4,3.0
751, A3,2018,Automatic,6629,Petrol,20000,145.0,42.2,1.5
752, A4,2019,Manual,6768,Diesel,26495,145.0,74.3,2.0
753, A4,2019,Automatic,5363,Petrol,23995,145.0,39.8,2.0
754, A7,2019,Automatic,4288,Diesel,42500,145.0,38.2,3.0
