id,model,year,transmission,mileage,fueltype,price,tax
520, A1,2016,Manual,13961,Petrol,14995,30
521, A6,2019,Semi-Auto,10852,Diesel,30990,145
522, A3,2019,Manual,10059,Petrol,18490,145
523, A3,2019,Manual,5985,Petrol,18490,145
524, A4,2019,Semi-Auto,6214,Petrol,26490,145
525, RS5,2019,Semi-Auto,5089,Petrol,59995,145
526, Q2,2019,Manual,2756,Petrol,24995,145
527, A6,2019,Semi-Auto,4982,Diesel,29490,145
528, A4,2016,Semi-Auto,41505,Diesel,17495,20
529, Q3,2017,Semi-Auto,26494,Petrol,20995,145
530, A1,2017,Manual,23655,Petrol,14495,30
531, RS5,2019,Semi-Auto,3382,Petrol,58995,145
532, A3,2018,Manual,17789,Petrol,19995,145
533, A6,2019,Semi-Auto,5023,Diesel,33640,145
534, A6,2019,Semi-Auto,6238,Diesel,53939,145
535, A5,2019,Semi-Auto,4520,Petrol,30719,145
536, A5,2019,Semi-Auto,5210,Petrol,30197,145
537, A5,2019,Semi-Auto,3256,Petrol,27022,145
538, A4,2019,Semi-Auto,5201,Diesel,37560,145
539, Q7,2019,Semi-Auto,28,Diesel,49990,145
540, A1,2017,Manual,25747,Petrol,12495,0
541, A1,2017,Manual,27000,Petrol,14995,145
542, Q5,2016,Semi-Auto,51562,Diesel,24490,235
543, A3,2016,Manual,40030,Diesel,13995,0
544, A6,2016,Semi-Auto,43099,Diesel,19495,145
545, Q2,2017,Manual,18842,Petrol,17995,145
546, A4,2016,Semi-Auto,31894,Diesel,19995,30
547, A5,2019,Semi-Auto,5712,Diesel,30728,145
548, A5,2015,Semi-Auto,38540,Diesel,18995,125
549, A1,2017,Manual,25552,Petrol,13995,30
550, A7,2015,Semi-Auto,72283,Diesel,18495,145
551, Q5,2016,Semi-Auto,22809,Diesel,34995,235
552, A3,2017,Manual,16103,Diesel,19995,145
553, A1,2016,Manual,23745,Petrol,13495,30
554, TT,2016,Manual,29593,Diesel,16995,30
555, A1,2014,Semi-Auto,15300,Petrol,13995,125
556, Q3,2018,Semi-Auto,9185,Petrol,25995,145
557, Q2,2019,Manual,1592,Petrol,25995,145
558, A1,2016,Manual,45644,Diesel,10995,0
559, Q8,2019,Semi-Auto,4488,Diesel,48995,145
560, Q5,2016,Semi-Auto,29156,Diesel,33995,235
561, A1,2015,Manual,15837,Petrol,12298,30
562, Q3,2016,Manual,15264,Diesel,15998,30
563, Q2,2018,Manual,8211,Diesel,18998,150
564, Q2,2017,Manual,10962,Petrol,21995,145
565, Q5,2016,Semi-Auto,42187,Diesel,28995,235
566, A1,2017,Manual,8128,Petrol,15995,30
567, A4,2016,Manual,55697,Diesel,13985,20
568, Q3,2015,Manual,35446,Diesel,13995,145
569, Q3,2016,Semi-Auto,30366,Diesel,18499,160
570, Q5,2017,Semi-Auto,32090,Petrol,27498,145
571, Q3,2015,Semi-Auto,19300,Petrol,15998,145
572, A4,2016,Manual,37478,Diesel,13998,0
573, A3,2019,Semi-Auto,6266,Petrol,24998,145
574, A1,2016,Manual,8577,Petrol,13995,30
575, A3,2018,Manual,13147,Diesel,18995,145
576, A6,2017,Semi-Auto,24336,Diesel,22995,145
577, Q2,2018,Manual,23813,Petrol,17495,145
578, Q2,2017,Semi-Auto,17633,Petrol,21995,145
579, A6,2015,Semi-Auto,55220,Diesel,16995,30
580, Q5,2017,Semi-Auto,47952,Diesel,22995,145
581, Q5,2014,Semi-Auto,50500,Diesel,19995,235
582, A1,2016,Manual,31147,Petrol,15495,30
583, Q2,2019,Semi-Auto,79,Diesel,25998,150
584, A5,2015,Semi-Auto,56875,Diesel,14500,150
585, A5,2015,Manual,37056,Diesel,18995,160
586, RS3,2018,Semi-Auto,5431,Petrol,39995,145
587, A1,2016,Manual,31031,Petrol,13995,30
588, A4,2015,Semi-Auto,34906,Diesel,17995,160
589, A4,2017,Semi-Auto,14821,Diesel,21995,145
590, A1,2016,Manual,15307,Petrol,15495,30
591, A4,2016,Semi-Auto,23626,Petrol,19995,160
592, A1,2016,Manual,11892,Petrol,12995,0
593, A1,2016,Manual,42165,Petrol,12995,30
594, A3,2019,Semi-Auto,3036,Petrol,31795,145
595, A4,2019,Semi-Auto,2703,Diesel,39995,145
596, Q7,2016,Automatic,41032,Diesel,48995,300
597, A3,2018,Manual,8545,Diesel,21495,145
598, A3,2016,Manual,30287,Petrol,13498,20
599, A3,2016,Manual,1893,Petrol,14998,20
600, A4,2017,Manual,6896,Petrol,16998,145
601, TT,2016,Manual,34084,Diesel,15498,30
602, A4,2017,Semi-Auto,84222,Diesel,13985,20
603, A3,2015,Manual,68428,Diesel,10385,0
604, Q5,2018,Semi-Auto,20283,Petrol,37500,150
605, A4,2016,Manual,56235,Diesel,11500,0
606, A8,2017,Semi-Auto,37492,Diesel,24500,205
607, Q5,2015,Semi-Auto,66959,Diesel,21500,265
608, Q5,2014,Manual,46622,Diesel,16000,205
609, A6,2013,Semi-Auto,40003,Diesel,11995,145
610, Q5,2018,Semi-Auto,20300,Petrol,38900,145
611, A5,2019,Semi-Auto,50,Petrol,24498,145
612, Q2,2016,Manual,23426,Petrol,19995,125
613, A3,2015,Semi-Auto,46465,Petrol,14995,30
614, Q5,2018,Semi-Auto,14600,Diesel,29995,145
615, A1,2019,Manual,3232,Petrol,23995,145
616, A1,2017,Manual,16086,Petrol,15995,30
617, A1,2017,Manual,15981,Petrol,13995,145
618, A7,2018,Semi-Auto,6850,Diesel,38995,145
619, A3,2017,Manual,16668,Diesel,18995,145
620, A7,2018,Semi-Auto,13082,Petrol,35995,145
621, A3,2019,Semi-Auto,10522,Petrol,18995,145
622, A3,2018,Manual,12795,Petrol,19995,145
623, Q5,2018,Automatic,8250,Diesel,34995,145
624, Q2,2019,Automatic,5859,Diesel,23995,145
625, A4,2019,Automatic,8235,Diesel,37995,145
626, Q3,2019,Manual,5356,Diesel,35995,145
627, A6,2019,Automatic,5565,Diesel,34995,145
628, A4,2017,Manual,13122,Petrol,16498,145
629, Q2,2019,Manual,2940,Petrol,26495,145
630, Q5,2016,Semi-Auto,26500,Diesel,21995,200
631, A8,2020,Semi-Auto,1100,Diesel,52995,145
632, Q5,2018,Semi-Auto,24408,Petrol,30995,145
633, RS4,2020,Semi-Auto,2200,Petrol,69995,145
634, A7,2020,Semi-Auto,500,Diesel,51995,145
635, A4,2016,Semi-Auto,47600,Diesel,21995,145
636, A3,2018,Automatic,17252,Petrol,22995,145
637, A5,2017,Semi-Auto,49287,Diesel,19945,145
638, A5,2017,Semi-Auto,47446,Diesel,22945,145
639, A5,2017,Semi-Auto,14589,Diesel,22990,30
640, A4,2016,Manual,41279,Diesel,13995,0
641, Q7,2018,Automatic,3893,Diesel,60995,145
642, A8,2017,Automatic,3338,Diesel,38995,145
643, Q5,2018,Automatic,4286,Petrol,42995,145
644, Q5,2018,Automatic,22913,Diesel,28995,145
645, Q5,2019,Semi-Auto,4125,Diesel,36995,145
646, Q3,2019,Semi-Auto,4000,Petrol,34995,145
647, Q5,2019,Semi-Auto,5123,Diesel,38495,145
648, A4,2019,Automatic,5000,Diesel,43495,145
649, A5,2019,Automatic,6500,Diesel,34995,145
650, Q5,2017,Semi-Auto,29832,Petrol,35995,145
651, Q2,2017,Manual,11125,Petrol,21495,125
652, Q5,2019,Automatic,11565,Diesel,36995,145
653, A3,2019,Automatic,10434,Petrol,22995,145
654, A3,2016,Manual,61332,Diesel,11990,20
655, A1,2016,Manual,22669,Petrol,11498,30
656, Q3,2016,Manual,14419,Diesel,19498,145
657, A1,2015,Manual,37458,Petrol,10698,30
658, A1,2014,Manual,23015,Petrol,11998,20
659, A6,2016,Semi-Auto,26784,Diesel,22500,150
660, Q5,2019,Automatic,7256,Diesel,35995,145
661, TT,2016,Manual,24256,Petrol,17995,145
662, A4,2018,Semi-Auto,11047,Diesel,28995,145
663, A4,2017,Semi-Auto,19444,Diesel,22995,125
664, Q3,2017,Manual,30123,Petrol,17995,125
665, A4,2019,Manual,7422,Petrol,25995,145
666, A4,2016,Automatic,40688,Petrol,24495,160
667, Q3,2019,Semi-Auto,5454,Petrol,38995,145
668, A3,2019,Manual,12785,Petrol,19995,145
669, A6,2019,Automatic,7486,Diesel,42995,145
670, A5,2019,Automatic,9256,Diesel,36995,145
671, A4,2019,Automatic,13690,Diesel,29995,145
672, Q3,2016,Semi-Auto,25125,Diesel,20495,160
673, Q5,2019,Automatic,6400,Diesel,34995,145
674, A3,2019,Manual,3265,Petrol,19495,145
675, Q3,2017,Semi-Auto,17680,Petrol,22995,145
676, A1,2016,Manual,38502,Petrol,11995,30
677, A1,2016,Manual,36276,Petrol,12995,30
678, Q7,2017,Automatic,23437,Diesel,49995,300
679, Q5,2017,Semi-Auto,20364,Diesel,25995,145
680, A1,2016,Manual,22606,Petrol,11995,30
681, A4,2020,Semi-Auto,100,Petrol,29995,150
682, RS4,2019,Semi-Auto,8503,Diesel,52995,150
683, Q2,2019,Semi-Auto,1296,Petrol,28995,150
684, A5,2016,Manual,26307,Diesel,16995,125
685, Q7,2016,Semi-Auto,34685,Diesel,33995,200
686, A5,2016,Manual,34728,Diesel,18995,125
687, A1,2017,Manual,24427,Petrol,14995,145
688, A1,2017,Manual,16763,Petrol,12995,145
689, Q2,2017,Manual,38484,Petrol,15995,145
690, Q7,2017,Semi-Auto,16837,Diesel,52995,145
691, Q2,2017,Automatic,33523,Diesel,19995,145
692, A4,2017,Manual,6402,Petrol,17298,145
693, A4,2016,Manual,21944,Petrol,15998,125
694, TT,2015,Manual,19383,Petrol,16498,165
695, A6,2019,Semi-Auto,19118,Diesel,25998,145
696, Q3,2019,Semi-Auto,4436,Petrol,38995,150
697, Q8,2019,Semi-Auto,5978,Diesel,83995,150
698, A1,2019,Manual,2235,Petrol,19995,150
699, Q3,2016,Semi-Auto,52496,Diesel,16995,160
700, A6,2016,Automatic,52255,Diesel,18350,30
701, A3,2018,Manual,19686,Diesel,15590,145
702, Q7,2016,Semi-Auto,26705,Diesel,12500,200
703, A1,2016,Manual,26705,Petrol,12500,30
704, A1,2018,Manual,18120,Petrol,12500,145
705, Q3,2016,Semi-Auto,11966,Petrol,18000,145
706, A3,2016,Manual,34728,Petrol,14500,30
707, A3,2018,Semi-Auto,30547,Diesel,16995,145
708, A3,2015,Manual,72406,Diesel,13795,20
709, A6,2017,Semi-Auto,52822,Diesel,19995,145
710, A6,2015,Semi-Auto,70228,Diesel,18990,145
711, A3,2017,Manual,21637,Diesel,15795,20
712, Q3,2014,Manual,52006,Diesel,12595,145
713, Q3,2016,Semi-Auto,28994,Diesel,20495,160
714, A6,2018,Manual,30,Diesel,37995,145
715, Q5,2019,Automatic,7093,Diesel,35995,145
716, Q2,2020,Semi-Auto,1934,Petrol,35495,145
717, A4,2019,Semi-Auto,4708,Diesel,28995,145
718, Q3,2019,Automatic,4304,Diesel,38995,145
719, Q2,2017,Manual,9256,Petrol,19495,145
720, Q3,2018,Automatic,11403,Petrol,27995,145
721, A1,2019,Semi-Auto,1952,Petrol,23995,145
722, A6,2019,Semi-Auto,8060,Diesel,41995,145
723, A6,2018,Semi-Auto,7415,Diesel,31700,145
724, A8,2018,Automatic,9756,Petrol,42000,145
725, A5,2018,Automatic,9102,Diesel,33500,145
726, Q5,2018,Automatic,6002,Diesel,31000,145
727, Q7,2018,Automatic,6591,Diesel,45000,145
728, Q2,2019,Manual,1000,Diesel,22495,145
729, A3,2019,Automatic,5450,Petrol,21995,145
730, Q2,2019,Automatic,1000,Diesel,29809,145
731, A5,2019,Automatic,1000,Petrol,31995,145
732, A4,2016,Manual,23596,Petrol,18000,145
733, Q7,2018,Automatic,11719,Diesel,55500,145
734, Q5,2019,Automatic,3185,Diesel,31500,145
735, Q5,2019,Automatic,8744,Diesel,30995,145
736, A6,2019,Automatic,238,Diesel,32250,145
737, A5,2019,Automatic,4693,Diesel,31695,145
738, Q3,2016,Manual,28186,Diesel,19000,145
739, Q3,2016,Semi-Auto,37000,Diesel,16995,145
740, A1,2017,Manual,13555,Petrol,14695,30
741, Q5,2016,Semi-Auto,31031,Diesel,31495,235
742, Q3,2016,Manual,34500,Diesel,17395,160
743, Q5,2019,Semi-Auto,6412,Diesel,33995,145
744, A3,2017,Manual,14500,Petrol,17500,20
745, A1,2017,Manual,24857,Diesel,11495,0
746, A6,2019,Automatic,2394,Diesel,32494,145
747, Q5,2019,Automatic,1000,Diesel,36202,145
748, Q5,2019,Automatic,1000,Diesel,37395,145
749, A6,2019,Automatic,1000,Diesel,31000,145
750, A8,2018,Automatic,10296,Diesel,37000,145
751, A3,2018,Automatic,6629,Petrol,20000,145
752, A4,2019,Manual,6768,Diesel,26495,145
753, A4,2019,Automatic,5363,Petrol,23995,145
754, A7,2019,Automatic,4288,Diesel,42500,145
755, A3,2014,Semi-Auto,88130,Diesel,7898,30
756, Q7,2017,Automatic,17927,Diesel,50000,145
757, A5,2019,Semi-Auto,6452,Petrol,29000,145
758, A7,2019,Automatic,6112,Diesel,41495,145
759, A4,2019,Semi-Auto,7447,Diesel,25995,145
760, Q5,2019,Automatic,4326,Diesel,35995,145
761, Q7,2019,Automatic,5558,Diesel,49995,145
762, A6,2019,Automatic,2408,Diesel,31500,145
763, Q2,2019,Manual,4430,Petrol,23995,145
764, Q2,2019,Manual,1000,Diesel,23374,145
765, Q2,2019,Manual,1000,Diesel,22495,145
766, A1,2016,Manual,8000,Petrol,11495,0
767, A4,2017,Semi-Auto,29885,Diesel,19995,30
768, A3,2017,Manual,14160,Diesel,17695,145
769, A5,2019,Semi-Auto,21480,Diesel,27995,145
770, A6,2019,Automatic,6606,Diesel,46000,145
771, Q3,2017,Semi-Auto,12147,Petrol,23998,145
772, A3,2017,Manual,29998,Petrol,12798,20
773, Q3,2016,Semi-Auto,22168,Petrol,17698,145
774, A1,2016,Manual,24242,Petrol,10998,0
775, A3,2017,Semi-Auto,18389,Petrol,19698,145
776, A6,2016,Manual,31759,Diesel,17298,30
777, A4,2019,Semi-Auto,12853,Petrol,24998,145
778, A4,2019,Semi-Auto,13009,Petrol,24998,145
779, Q2,2019,Semi-Auto,17,Diesel,25998,145
780, A5,2015,Manual,32125,Diesel,14998,125
781, TT,2015,Manual,17416,Diesel,15998,20
782, A5,2017,Semi-Auto,27049,Diesel,19498,145
783, Q3,2014,Manual,81877,Diesel,11950,160
784, Q3,2016,Manual,27692,Petrol,16998,145
785, Q3,2015,Manual,35446,Diesel,13995,145
786, A6,2015,Semi-Auto,45000,Diesel,16995,30
787, Q2,2018,Semi-Auto,6672,Diesel,22590,145
788, Q2,2018,Manual,10005,Petrol,20498,145
789, A4,2019,Manual,2069,Petrol,18998,145
790, A5,2019,Semi-Auto,24608,Petrol,25998,145
791, A3,2017,Manual,36031,Petrol,16495,30
792, A1,2017,Manual,28752,Petrol,13998,150
793, A1,2014,Manual,58601,Petrol,8498,125
794, A3,2017,Manual,21113,Petrol,19998,145
795, Q3,2015,Manual,66047,Diesel,13998,145
796, A6,2016,Semi-Auto,24405,Diesel,17498,20
797, A6,2015,Manual,43193,Diesel,14995,30
798, Q2,2017,Manual,22379,Petrol,16500,125
799, A6,2014,Semi-Auto,36223,Diesel,18498,235
800, TT,2016,Manual,39293,Diesel,14998,30
801, A8,2018,Semi-Auto,13512,Diesel,33498,145
802, A1,2015,Manual,61194,Petrol,9698,0
803, A4,2017,Manual,58670,Diesel,14849,0
804, A1,2016,Manual,36951,Petrol,10994,0
805, A3,2014,Manual,34250,Petrol,10202,30
806, A4,2016,Manual,32811,Diesel,15495,0
807, A6,2017,Semi-Auto,31842,Diesel,22695,125
808, A1,2016,Manual,22373,Petrol,11695,30
809, Q3,2017,Manual,34617,Diesel,17495,30
810, Q3,2015,Manual,48065,Diesel,14495,145
811, A4,2017,Semi-Auto,26752,Diesel,17795,145
812, Q2,2018,Manual,12300,Petrol,18695,145
813, A6,2016,Semi-Auto,24000,Diesel,20000,30
814, TT,2015,Manual,61410,Diesel,13998,30
815, A6,2015,Semi-Auto,57290,Diesel,17498,30
816, Q2,2017,Manual,18045,Petrol,16495,145
817, A3,2017,Semi-Auto,13542,Diesel,15498,20
818, Q5,2016,Semi-Auto,38678,Diesel,29998,235
819, A5,2017,Semi-Auto,19608,Diesel,21498,145
820, Q3,2019,Automatic,8849,Diesel,29695,145
821, A1,2015,Manual,13854,Petrol,10995,30
822, A1,2017,Manual,37131,Petrol,10495,0
823, A6,2014,Semi-Auto,60484,Diesel,14998,30
824, A5,2015,Semi-Auto,71253,Diesel,16998,160
825, Q3,2016,Semi-Auto,32968,Diesel,18998,160
826, A3,2015,Manual,53372,Petrol,11698,20
827, A4,2017,Manual,24222,Petrol,14898,145
828, A4,2015,Manual,36081,Diesel,12698,145
829, Q3,2018,Semi-Auto,11487,Petrol,24498,145
830, Q3,2013,Semi-Auto,52765,Diesel,11998,200
831, A1,2019,Manual,2065,Petrol,20350,145
832, Q2,2018,Manual,8026,Petrol,17950,145
833, A3,2018,Manual,31500,Petrol,18300,145
834, Q2,2019,Semi-Auto,3481,Petrol,31888,150
835, A4,2018,Semi-Auto,31348,Petrol,18288,150
836, A4,2016,Manual,27370,Diesel,15498,30
837, A4,2017,Semi-Auto,15175,Diesel,22500,145
838, Q2,2018,Semi-Auto,11347,Petrol,22988,150
839, Q3,2017,Manual,24387,Petrol,19688,150
840, A1,2016,Manual,26165,Petrol,13688,30
841, Q3,2017,Semi-Auto,14950,Petrol,22988,150
842, A6,2016,Manual,44316,Diesel,16490,30
843, A3,2017,Semi-Auto,35329,Petrol,18488,150
844, A7,2017,Semi-Auto,34201,Diesel,26500,145
845, A3,2015,Manual,21429,Diesel,12450,20
846, A3,2016,Manual,35694,Petrol,12990,20
847, Q3,2015,Semi-Auto,40858,Diesel,16998,160
848, A4,2016,Manual,19285,Petrol,13998,125
849, A5,2015,Semi-Auto,35903,Diesel,17498,145
850, Q3,2015,Semi-Auto,40256,Diesel,17498,160
851, A3,2019,Manual,7307,Diesel,19995,145
852, Q2,2019,Automatic,2402,Diesel,22995,145
853, Q3,2019,Automatic,4384,Petrol,29995,145
854, Q2,2019,Automatic,1442,Petrol,28495,145
855, Q3,2019,Manual,4173,Diesel,30995,145
856, A3,2019,Semi-Auto,3243,Petrol,33995,145
857, Q2,2019,Automatic,3381,Petrol,28495,145
858, A3,2019,Automatic,7378,Diesel,23495,145
859, A1,2019,Semi-Auto,4634,Petrol,24495,145
860, Q3,2019,Automatic,7126,Petrol,34995,145
861, A1,2020,Manual,556,Petrol,20990,145
862, Q2,2017,Semi-Auto,9547,Petrol,19850,145
863, Q3,2020,Semi-Auto,1904,Petrol,33444,145
864, Q3,2020,Semi-Auto,525,Petrol,30888,145
865, A3,2020,Semi-Auto,2165,Hybrid,31990,135
866, A1,2020,Manual,1500,Petrol,20888,145
867, A1,2019,Manual,1565,Petrol,21490,145
868, A4,2017,Manual,59512,Diesel,13450,145
869, A3,2019,Manual,6350,Diesel,21488,145
870, A3,2019,Manual,4538,Diesel,21288,145
871, A3,2019,Manual,6238,Diesel,21288,145
872, A3,2019,Semi-Auto,6018,Petrol,22888,145
873, Q2,2019,Semi-Auto,4201,Petrol,28888,145
874, A3,2019,Manual,5150,Diesel,21888,145
875, A1,2016,Manual,40468,Petrol,10988,30
876, Q5,2020,Semi-Auto,1986,Diesel,38888,145
877, Q2,2020,Manual,4265,Petrol,24444,145
878, Q3,2020,Semi-Auto,1765,Petrol,39888,145
879, Q2,2020,Semi-Auto,820,Petrol,33000,145
880, Q3,2020,Semi-Auto,4846,Petrol,33444,145
881, Q3,2020,Semi-Auto,475,Petrol,33444,145
882, Q3,2020,Semi-Auto,425,Petrol,33444,145
883, A6,2019,Semi-Auto,2271,Petrol,37000,145
884, Q2,2019,Semi-Auto,4917,Petrol,25444,145
885, Q2,2019,Semi-Auto,6070,Petrol,26995,145
886, Q2,2019,Automatic,7945,Diesel,23995,145
887, A4,2017,Manual,20637,Diesel,18298,30
888, A4,2015,Manual,38041,Diesel,12490,30
889, A5,2016,Semi-Auto,28555,Diesel,16390,125
890, Q2,2019,Manual,3897,Petrol,24888,145
891, A3,2019,Automatic,5793,Diesel,21450,145
892, Q3,2017,Semi-Auto,30821,Petrol,18990,200
893, Q3,2016,Manual,52034,Diesel,15888,145
894, A3,2018,Semi-Auto,9135,Petrol,20688,145
895, Q7,2017,Automatic,21728,Diesel,35888,145
896, Q2,2019,Semi-Auto,2145,Diesel,28495,145
897, A8,2017,Semi-Auto,6479,Diesel,38995,145
898, A3,2019,Semi-Auto,1054,Petrol,34995,145
899, A4,2019,Automatic,4598,Petrol,30995,145
900, A1,2019,Manual,1041,Petrol,23495,145
901, A1,2017,Automatic,21595,Petrol,15995,145
902, Q2,2018,Manual,9005,Petrol,19995,145
903, Q3,2019,Automatic,9029,Petrol,40995,145
904, Q2,2017,Semi-Auto,25915,Diesel,18950,145
905, Q3,2017,Manual,15454,Petrol,20088,145
906, A8,2016,Semi-Auto,25691,Diesel,26000,200
907, RS3,2016,Semi-Auto,29920,Petrol,29888,300
908, A1,2019,Semi-Auto,5676,Petrol,20500,145
909, Q5,2019,Semi-Auto,3263,Diesel,36888,145
910, A3,2016,Semi-Auto,24406,Petrol,17988,125
911, Q5,2019,Semi-Auto,44,Petrol,34998,145
912, A6,2015,Semi-Auto,41109,Diesel,21698,200
913, Q3,2019,Semi-Auto,13433,Petrol,30543,145
914, A4,2019,Semi-Auto,5130,Petrol,26588,145
915, Q3,2019,Manual,2362,Diesel,26846,145
916, A8,2015,Semi-Auto,42565,Diesel,19998,200
917, A4,2017,Manual,19637,Petrol,14698,145
918, TT,2016,Manual,20674,Petrol,17498,160
919, A6,2015,Semi-Auto,22540,Diesel,18498,30
920, Q3,2015,Manual,14146,Diesel,16498,125
921, A1,2016,Manual,21160,Petrol,13498,30
922, Q2,2019,Semi-Auto,7779,Diesel,20498,150
923, A1,2015,Manual,19603,Diesel,9995,0
924, A1,2015,Manual,27275,Petrol,12995,30
925, A3,2019,Automatic,8274,Petrol,19888,145
926, A5,2016,Automatic,36399,Diesel,22750,125
927, Q5,2016,Semi-Auto,46401,Diesel,26990,235
928, Q2,2018,Manual,11088,Petrol,20890,145
929, A6,2017,Automatic,32276,Diesel,19990,145
930, Q3,2017,Manual,25576,Diesel,20488,145
931, A3,2018,Manual,13069,Petrol,20488,145
932, A6,2015,Semi-Auto,57123,Diesel,15498,20
933, A3,2016,Manual,47205,Petrol,11498,20
934, A4,2015,Manual,20995,Diesel,14900,30
935, A3,2016,Manual,24102,Petrol,16400,30
936, A4,2016,Manual,37251,Petrol,13498,145
937, A1,2016,Manual,11578,Petrol,11698,0
938, A5,2017,Semi-Auto,15114,Diesel,22998,145
939, A4,2017,Manual,20083,Diesel,17998,145
940, A3,2013,Manual,60076,Diesel,10398,20
941, A4,2016,Manual,42783,Diesel,15498,30
942, A1,2016,Manual,30334,Petrol,12798,30
943, Q3,2016,Manual,22541,Diesel,17998,145
944, TT,2016,Manual,18263,Diesel,16998,30
945, A4,2016,Manual,37488,Diesel,16498,30
946, Q7,2014,Semi-Auto,43209,Diesel,20498,300
947, A4,2016,Semi-Auto,45619,Diesel,15395,20
948, A5,2017,Manual,12313,Diesel,20995,30
949, Q5,2016,Semi-Auto,50961,Diesel,19498,205
950, A1,2016,Manual,24001,Petrol,11698,30
951, A3,2017,Semi-Auto,24519,Diesel,15998,150
952, A6,2017,Automatic,33856,Diesel,19940,145
953, A4,2016,Manual,29333,Petrol,13498,145
954, A1,2013,Semi-Auto,47565,Petrol,9998,125
955, Q5,2019,Semi-Auto,4770,Diesel,35995,145
956, Q3,2019,Automatic,1000,Diesel,36497,145
957, A6,2019,Semi-Auto,1000,Diesel,30864,145
958, Q3,2015,Manual,53124,Diesel,14498,145
959, Q2,2019,Semi-Auto,5662,Diesel,20498,145
960, Q3,2015,Semi-Auto,33845,Petrol,16498,145
961, Q3,2015,Semi-Auto,39876,Petrol,15498,200
962, A1,2015,Manual,49565,Petrol,9998,30
963, A1,2016,Manual,13501,Petrol,11798,0
964, A4,2019,Manual,5654,Petrol,22288,145
965, A6,2017,Semi-Auto,22350,Diesel,25000,145
966, A5,2019,Semi-Auto,3065,Petrol,28990,145
967, A4,2016,Manual,30498,Diesel,14998,0
968, Q5,2019,Semi-Auto,100,Petrol,31998,145
969, A6,2019,Automatic,1000,Diesel,30861,145
970, Q2,2019,Manual,15,Petrol,26508,145
971, A1,2019,Semi-Auto,1000,Petrol,26011,145
972, Q2,2019,Manual,1000,Petrol,28062,145
973, A6,2019,Automatic,1000,Diesel,32098,145
974, A8,2018,Automatic,7919,Diesel,39700,145
975, Q2,2018,Manual,8539,Diesel,18495,145
976, A3,2018,Manual,6940,Petrol,20888,145
977, A4,2019,Manual,1342,Petrol,22490,145
978, A1,2016,Manual,15734,Petrol,12950,0
979, A4,2019,Semi-Auto,6536,Diesel,41888,145
980, Q5,2020,Semi-Auto,2396,Diesel,58990,145
981, A6,2019,Semi-Auto,2021,Diesel,31288,145
982, Q3,2020,Semi-Auto,2553,Petrol,37888,145
983, Q3,2016,Semi-Auto,32971,Diesel,17498,145
984, Q2,2017,Manual,11133,Petrol,18498,145
985, A6,2016,Manual,33182,Diesel,17998,30
986, A4,2016,Manual,38231,Diesel,16498,30
987, A4,2017,Manual,21540,Petrol,18498,145
988, Q3,2015,Manual,14919,Diesel,19498,160
989, Q2,2019,Manual,9525,Petrol,22698,145
990, A3,2017,Semi-Auto,31317,Diesel,17998,125
991, Q2,2019,Manual,1000,Diesel,22495,145
992, A4,2019,Semi-Auto,2529,Diesel,33245,150
993, A4,2016,Manual,38405,Diesel,13998,0
994, A6,2015,Automatic,57916,Diesel,16998,30
995, A1,2015,Manual,50730,Petrol,11798,30
996, A3,2017,Manual,14488,Petrol,14995,150
997, Q2,2019,Semi-Auto,3049,Petrol,22995,150
998, A6,2019,Semi-Auto,7461,Diesel,45995,150
999, Q5,2017,Semi-Auto,37492,Petrol,33495,150
1000, A5,2018,Semi-Auto,36715,Petrol,19495,150
1001, TT,2017,Manual,14999,Petrol,18000,150
1002, A1,2018,Semi-Auto,10247,Petrol,15990,145
1003, TT,2016,Manual,9360,Petrol,17000,160
1004, Q3,2016,Manual,22543,Diesel,15496,30
1005, Q2,2019,Manual,1886,Petrol,23888,145
1006, A6,2016,Semi-Auto,13986,Diesel,20698,30
1007, Q3,2015,Manual,43458,Diesel,15998,145
1008, A3,2014,Semi-Auto,87151,Diesel,8698,30
1009, A3,2016,Manual,21468,Petrol,13698,20
1010, A3,2016,Manual,29298,Petrol,12498,20
1011, A3,2017,Semi-Auto,15180,Diesel,13698,20
1012, A3,2016,Manual,23933,Diesel,16998,20
1013, Q3,2019,Automatic,4432,Petrol,32500,145
1014, A4,2017,Manual,15097,Petrol,14495,150
1015, A1,2016,Manual,44575,Petrol,10995,30
1016, Q7,2019,Semi-Auto,8391,Diesel,40495,150
1017, A1,2016,Manual,33397,Petrol,11495,0
1018, A3,2016,Manual,46860,Diesel,13250,20
1019, A3,2019,Semi-Auto,12472,Petrol,22991,150
1020, A6,2016,Semi-Auto,35665,Diesel,18291,30
1021, A1,2017,Manual,36009,Petrol,12991,150
1022, Q2,2019,Manual,2891,Petrol,23496,145
1023, Q2,2019,Manual,3486,Petrol,21756,145
1024, A6,2019,Automatic,7098,Diesel,32996,145
1025, Q3,2020,Semi-Auto,4455,Petrol,33591,150
