number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,1226,good,11,4936,thowsand_oaks,4936
2,1,696,good,10,3182,thowsand_oaks,3182
1,1,486,great,4,2412,berkeley_hills,2412
1,1,426,good,12,1810,thowsand_oaks,1810
2,1,845,poor,32,3121,alcatraz_ave,3046.096
1,1,689,good,5,2089,thowsand_oaks,2089
2,1,918,great,10,3929,berkeley_hills,3929
3,2,1104,poor,43,4573,alcatraz_ave,4362.642
3,2,1182,good,11,4944,thowsand_oaks,4944
1,1,461,good,2,1965,thowsand_oaks,1965
0,1,461,good,1,1819,thowsand_oaks,1819
3,2,1206,good,2,5015,thowsand_oaks,5015
0,1,237,poor,21,1409,alcatraz_ave,1406.182
1,1,451,poor,41,1520,alcatraz_ave,1456.16
2,1,903,poor,26,3193,alcatraz_ave,3154.684
2,1,560,good,5,3089,thowsand_oaks,3089
1,1,406,poor,55,1397,alcatraz_ave,1299.21
0,1,547,poor,29,1641,alcatraz_ave,1611.462
1,1,533,good,1,2000,thowsand_oaks,2000
1,1,588,poor,50,1623,alcatraz_ave,1525.62
1,1,471,poor,53,1450,northwest,1354.3
3,2,1066,great,8,5301,east_elmwood,5301
1,1,503,poor,17,1860,northwest,1860
3,2,1024,good,14,4704,west_welmwood,4704
0,1,323,poor,59,1127,northwest,1039.094
1,1,687,poor,61,1616,northwest,1483.488
3,2,995,good,2,4861,west_welmwood,4861
0,1,357,good,3,1701,west_welmwood,1701
2,1,723,poor,15,3170,northwest,3170
3,2,841,good,11,4609,west_welmwood,4609
0,1,276,great,4,2104,east_elmwood,2104
3,2,1077,poor,62,4344,northwest,3979.104
0,1,304,good,0,1683,west_welmwood,1683
3,2,990,good,6,4820,west_welmwood,4820
3,2,863,good,12,4600,west_welmwood,4600
0,1,119,poor,25,1264,northwest,1251.36
0,1,234,good,12,1492,west_welmwood,1492
0,1,157,good,1,1536,west_welmwood,1536
0,1,524,great,10,2358,east_elmwood,2358
0,1,502,poor,47,1436,northwest,1358.456
1,1,449,poor,51,1472,northwest,1380.736
2,1,592,good,12,3074,west_welmwood,3074
1,1,387,good,11,1813,west_welmwood,1813
2,1,873,good,3,3435,west_welmwood,3435
3,2,827,good,0,4632,west_welmwood,4632
1,1,593,poor,63,1505,northwest,1375.57
1,1,479,good,2,1995,west_welmwood,1995
2,1,788,good,0,3396,west_welmwood,3396
1,1,737,good,9,2146,west_welmwood,2146
1,1,467,good,2,1979,west_welmwood,1979
0,1,424,good,1,1813,west_welmwood,1813
1,1,471,great,5,2402,east_elmwood,2402
1,1,547,good,5,2040,west_welmwood,2040
1,1,328,poor,35,1512,northwest,1466.64
0,1,154,good,9,1432,west_welmwood,1432
2,1,701,poor,31,3003,northwest,2936.934
3,2,1169,poor,31,4758,northwest,4653.324
3,2,1024,good,1,4856,west_welmwood,4856
1,1,633,great,12,2550,east_elmwood,2550
0,1,501,good,10,1825,west_welmwood,1825
2,1,771,good,0,3340,west_welmwood,3340
1,1,730,poor,59,1641,northwest,1513.002
0,1,545,good,0,1980,west_welmwood,1980
2,1,667,great,9,3647,east_elmwood,3647
0,1,513,good,10,1779,west_welmwood,1779
3,2,1152,good,12,4870,west_welmwood,4870
0,1,333,good,2,1748,west_welmwood,1748
2,1,919,good,2,3450,west_welmwood,3450
1,1,372,poor,64,1261,northwest,1150.032
1,1,671,poor,35,1823,northwest,1768.31
0,1,319,good,0,1680,west_welmwood,1680
3,2,867,poor,63,4060,northwest,3710.84
0,1,320,good,12,1594,west_welmwood,1594
1,1,594,great,8,2484,east_elmwood,2484
2,1,882,good,14,3389,west_welmwood,3389
3,2,1062,poor,56,4374,northwest,4059.072
3,2,823,poor,59,4046,northwest,3730.412
2,1,874,good,6,3450,west_welmwood,3450
2,1,687,poor,30,2947,northwest,2888.06
2,1,621,good,3,3150,west_welmwood,3150
2,1,705,great,2,3812,east_elmwood,3812
1,1,658,poor,41,1741,northwest,1667.878
1,1,314,poor,58,1211,northwest,1118.964
2,1,831,good,2,3439,west_welmwood,3439
0,1,290,poor,59,1068,northwest,984.696
0,1,398,poor,31,1499,northwest,1466.022
2,1,729,good,12,3195,west_welmwood,3195
0,1,238,poor,17,1471,northwest,1471
0,1,538,good,10,1863,west_welmwood,1863
2,1,631,poor,23,3019,northwest,3000.886
0,1,542,poor,45,1474,northwest,1400.3
3,2,883,poor,34,4365,northwest,4242.78
2,1,703,poor,46,2811,northwest,2664.828
1,1,441,poor,55,1396,northwest,1298.28
3,2,1231,poor,62,4425,northwest,4053.3
1,1,692,great,8,2590,east_elmwood,2590
0,1,540,good,7,1834,west_welmwood,1834
1,1,326,good,3,1773,west_welmwood,1773
2,1,839,great,9,3816,east_elmwood,3816
3,2,1173,great,4,5445,east_elmwood,5445
1,1,569,poor,17,1937,northwest,1937
2,1,622,great,10,3635,east_elmwood,3635
2,1,716,poor,17,3183,northwest,3183
1,1,548,good,12,1973,west_welmwood,1973
2,1,591,poor,28,2954,northwest,2906.736
3,2,868,poor,22,4453,northwest,4435.188
2,1,853,poor,27,3213,northwest,3168.018
1,1,733,great,2,2760,east_elmwood,2760
2,1,710,good,14,3196,west_welmwood,3196
0,1,151,good,0,1535,west_welmwood,1535
3,2,1013,poor,25,4624,northwest,4577.76
0,1,289,poor,54,1157,northwest,1078.324
0,1,440,good,12,1746,west_welmwood,1746
2,1,714,good,11,3202,west_welmwood,3202
3,2,931,good,1,4762,west_welmwood,4762
3,2,938,poor,19,4634,northwest,4634
3,2,1191,great,0,5558,east_elmwood,5558
1,1,495,good,6,1945,west_welmwood,1945
3,2,1077,poor,20,4722,northwest,4722
2,1,782,great,11,3744,east_elmwood,3744
3,2,1099,good,7,4893,west_welmwood,4893
0,1,398,great,13,2128,east_elmwood,2128
1,1,385,good,13,1775,west_welmwood,1775
0,1,213,good,13,1526,west_welmwood,1526
0,1,180,poor,37,1199,northwest,1158.234
3,2,979,poor,34,4456,northwest,4331.232
2,1,757,good,5,3312,west_welmwood,3312
1,1,673,great,9,2619,east_elmwood,2619
1,1,438,good,9,1798,west_welmwood,1798
0,1,110,great,2,2037,east_elmwood,2037
1,1,577,good,5,2017,west_welmwood,2017
2,1,905,good,4,3459,west_welmwood,3459
3,2,856,good,4,4712,west_welmwood,4712
3,2,1082,great,12,5273,east_elmwood,5273
0,1,174,good,14,1429,west_welmwood,1429
1,1,435,poor,60,1303,northwest,1198.76
2,1,765,poor,38,2952,northwest,2845.728
1,1,628,good,10,2040,west_welmwood,2040
1,1,735,great,10,2621,east_elmwood,2621
1,1,568,good,14,1947,west_welmwood,1947
1,1,625,good,10,2008,west_welmwood,2008
2,1,846,good,2,3470,west_welmwood,3470
2,1,518,good,3,3094,west_welmwood,3094
3,2,1185,poor,53,4487,northwest,4190.858
0,1,531,good,7,1906,west_welmwood,1906
3,2,1245,good,3,5057,west_welmwood,5057
0,1,384,poor,36,1416,northwest,1370.688
3,2,940,good,9,4741,west_welmwood,4741
1,1,740,good,1,2265,west_welmwood,2265
1,1,307,great,0,2348,east_elmwood,2348
2,1,548,good,10,3086,west_welmwood,3086
0,1,461,great,1,2390,east_elmwood,2390
3,2,1145,good,4,4947,west_welmwood,4947
0,1,522,good,7,1827,west_welmwood,1827
0,1,324,good,14,1570,west_welmwood,1570
2,1,528,poor,34,2823,northwest,2743.956
0,1,498,poor,63,1259,northwest,1150.726
1,1,725,good,8,2100,west_welmwood,2100
2,1,612,good,7,3183,west_welmwood,3183
1,1,496,poor,59,1430,northwest,1318.46
2,1,769,poor,49,2845,northwest,2679.99
3,2,1034,good,6,4811,west_welmwood,4811
2,1,646,poor,57,2718,northwest,2516.868
3,2,901,good,12,4635,west_welmwood,4635
3,2,1167,good,11,4895,west_welmwood,4895
0,1,405,poor,45,1319,northwest,1253.05
3,2,1242,good,14,4936,west_welmwood,4936
1,1,599,good,3,2084,west_welmwood,2084
1,1,587,good,3,2101,west_welmwood,2101
2,1,810,good,3,3398,west_welmwood,3398
1,1,709,good,9,2161,west_welmwood,2161
0,1,497,good,0,1906,west_welmwood,1906
1,1,305,good,0,1794,west_welmwood,1794
2,1,667,good,6,3220,west_welmwood,3220
3,2,895,good,11,4663,west_welmwood,4663
3,2,1161,good,9,4906,west_welmwood,4906
0,1,387,poor,29,1501,northwest,1473.982
1,1,503,good,0,2014,west_welmwood,2014
2,1,856,great,4,3881,east_elmwood,3881
1,1,444,great,11,2327,east_elmwood,2327
0,1,207,good,3,1563,west_welmwood,1563
1,1,676,good,1,2204,west_welmwood,2204
3,2,1059,poor,25,4689,northwest,4642.11
1,1,573,great,9,2436,east_elmwood,2436
0,1,285,good,13,1595,west_welmwood,1595
0,1,490,good,1,1864,west_welmwood,1864
3,2,824,good,3,4631,west_welmwood,4631
0,1,234,good,7,1562,west_welmwood,1562
2,1,920,poor,15,3354,northwest,3354
3,2,966,good,14,4689,west_welmwood,4689
0,1,423,good,12,1725,west_welmwood,1725
2,1,932,great,2,3980,east_elmwood,3980
0,1,419,poor,28,1506,northwest,1481.904
2,1,752,good,5,3342,west_welmwood,3342
2,1,671,poor,51,2775,northwest,2602.95
2,1,628,poor,51,2671,northwest,2505.398
3,2,1058,good,12,4808,west_welmwood,4808
2,1,668,poor,62,2605,northwest,2386.18
0,1,131,poor,37,1125,northwest,1086.75
0,1,269,good,9,1565,west_welmwood,1565
1,1,663,good,9,2083,west_welmwood,2083
3,2,1219,poor,34,4769,northwest,4635.468
1,1,536,poor,41,1627,northwest,1558.666
0,1,215,good,11,1532,west_welmwood,1532
1,1,558,poor,51,1500,northwest,1407
3,2,1242,great,1,5577,east_elmwood,5577
1,1,672,poor,30,1845,northwest,1808.1
1,1,497,good,4,1940,west_welmwood,1940
1,1,598,great,2,2549,east_elmwood,2549
3,2,1134,good,0,4959,west_welmwood,4959
3,2,1174,great,11,5380,east_elmwood,5380
1,1,476,poor,30,1634,northwest,1601.32
0,1,228,great,1,2129,east_elmwood,2129
0,1,389,great,12,2136,east_elmwood,2136
0,1,489,great,7,2285,east_elmwood,2285
1,1,352,poor,48,1357,northwest,1281.008
0,1,544,good,7,1923,west_welmwood,1923
1,1,604,poor,29,1776,northwest,1744.032
1,1,528,good,5,2023,west_welmwood,2023
3,2,1036,great,12,5305,east_elmwood,5305
3,2,1060,poor,42,4462,northwest,4265.672
2,1,872,good,2,3433,west_welmwood,3433
1,1,477,good,4,1894,west_welmwood,1894
2,1,933,poor,16,3398,northwest,3398
1,1,511,good,10,1941,west_welmwood,1941
0,1,228,poor,19,1443,northwest,1443
2,1,819,poor,55,2869,northwest,2668.17
1,1,556,great,10,2447,east_elmwood,2447
0,1,318,poor,33,1376,northwest,1340.224
3,2,814,good,3,4680,west_welmwood,4680
3,2,1215,poor,48,4631,northwest,4371.664
0,1,190,poor,44,1195,northwest,1137.64
2,1,594,good,1,3217,west_welmwood,3217
0,1,310,poor,39,1358,northwest,1306.396
2,1,629,great,7,3690,east_elmwood,3690
3,2,957,good,7,4687,west_welmwood,4687
3,2,1056,great,10,5328,east_elmwood,5328
2,1,741,good,0,3370,west_welmwood,3370
1,1,447,good,10,1889,west_welmwood,1889
2,1,772,great,0,3839,east_elmwood,3839
2,1,669,poor,32,2932,northwest,2861.632
1,1,485,poor,39,1613,northwest,1551.706
1,1,462,great,5,2387,east_elmwood,2387
1,1,430,great,6,2332,east_elmwood,2332
3,2,1183,good,7,4920,west_welmwood,4920
3,2,875,poor,27,4471,northwest,4408.406
1,1,496,good,14,1839,west_welmwood,1839
3,2,993,great,6,5290,east_elmwood,5290
0,1,446,poor,38,1448,northwest,1395.872
0,1,431,good,1,1855,west_welmwood,1855
0,1,300,great,1,2228,east_elmwood,2228
0,1,304,good,5,1610,west_welmwood,1610
2,1,748,poor,38,3003,northwest,2894.892
0,1,182,poor,49,1116,northwest,1051.272
0,1,198,good,1,1577,west_welmwood,1577
3,2,1129,poor,52,4475,northwest,4188.6
3,2,1005,good,2,4807,west_welmwood,4807
2,1,509,great,14,3502,east_elmwood,3502
2,1,731,poor,29,3058,northwest,3002.956
2,1,809,poor,45,2996,northwest,2846.2
0,1,232,poor,44,1239,northwest,1179.528
0,1,247,poor,27,1422,northwest,1402.092
1,1,682,great,4,2689,east_elmwood,2689
1,1,493,poor,34,1617,northwest,1571.724
1,1,536,good,2,2043,west_welmwood,2043
0,1,513,poor,59,1343,northwest,1238.246
3,2,1218,good,1,5076,west_welmwood,5076
3,2,1072,good,4,4875,west_welmwood,4875
2,1,778,good,0,3362,west_welmwood,3362
2,1,773,good,12,3290,west_welmwood,3290
0,1,372,great,1,2268,east_elmwood,2268
3,2,1146,poor,31,4694,northwest,4590.732
3,2,904,good,7,4670,west_welmwood,4670
0,1,263,good,6,1621,west_welmwood,1621
2,1,784,good,5,3295,west_welmwood,3295
1,1,669,great,13,2555,east_elmwood,2555
0,1,488,good,4,1891,west_welmwood,1891
0,1,231,good,11,1510,west_welmwood,1510
2,1,849,good,2,3399,west_welmwood,3399
2,1,621,good,3,3227,west_welmwood,3227
1,1,483,good,8,1884,west_welmwood,1884
0,1,243,good,5,1561,west_welmwood,1561
2,1,840,good,10,3349,west_welmwood,3349
3,2,1141,good,11,4852,west_welmwood,4852
0,1,311,poor,40,1295,northwest,1243.2
3,2,832,great,3,5146,east_elmwood,5146
2,1,546,good,9,3092,west_welmwood,3092
0,1,483,good,10,1801,west_welmwood,1801
1,1,390,poor,63,1301,northwest,1189.114
1,1,473,poor,37,1636,northwest,1580.376
3,2,1080,good,3,4884,west_welmwood,4884
2,1,815,poor,37,3029,northwest,2926.014
0,1,289,poor,22,1430,northwest,1424.28
1,1,372,good,11,1797,west_welmwood,1797
2,1,949,great,10,3939,east_elmwood,3939
2,1,754,poor,31,3015,northwest,2948.67
0,1,105,poor,53,926,northwest,864.884
2,1,848,good,11,3306,west_welmwood,3306
1,1,737,poor,35,1901,northwest,1843.97
2,1,856,poor,26,3175,northwest,3136.9
3,2,953,poor,46,4294,northwest,4070.712
0,1,449,poor,45,1435,northwest,1363.25
3,2,1134,good,7,4922,west_welmwood,4922
2,1,601,good,0,3153,west_welmwood,3153
2,1,743,good,10,3230,west_welmwood,3230
1,1,436,good,9,1850,west_welmwood,1850
0,1,280,good,1,1701,west_welmwood,1701
2,1,923,good,3,3522,west_welmwood,3522
0,1,364,great,5,2237,east_elmwood,2237
0,1,246,good,8,1608,west_welmwood,1608
0,1,202,poor,23,1399,northwest,1390.606
0,1,489,good,12,1738,west_welmwood,1738
1,1,517,good,8,1963,west_welmwood,1963
0,1,300,good,6,1661,west_welmwood,1661
2,1,587,good,2,3132,west_welmwood,3132
1,1,350,good,1,1852,west_welmwood,1852
2,1,776,good,1,3354,west_welmwood,3354
0,1,142,good,12,1418,west_welmwood,1418
2,1,802,great,1,3885,east_elmwood,3885
0,1,454,poor,17,1662,northwest,1662
1,1,524,poor,64,1380,northwest,1258.56
2,1,553,great,14,3485,east_elmwood,3485
3,2,1139,great,13,5397,east_elmwood,5397
2,1,820,good,8,3324,west_welmwood,3324
0,1,505,good,14,1738,west_welmwood,1738
0,1,340,poor,57,1190,northwest,1101.94
3,2,1189,good,8,4956,west_welmwood,4956
3,2,1165,great,0,5525,east_elmwood,5525
0,1,400,poor,38,1407,northwest,1356.348
3,2,1214,great,14,5405,east_elmwood,5405
1,1,493,good,13,1846,west_welmwood,1846
0,1,344,poor,64,1078,northwest,983.136
0,1,367,poor,57,1230,northwest,1138.98
2,1,864,great,5,3935,east_elmwood,3935
1,1,384,poor,36,1499,northwest,1451.032
2,1,948,good,3,3549,west_welmwood,3549
0,1,390,poor,32,1479,northwest,1443.504
0,1,435,good,12,1683,west_welmwood,1683
1,1,725,great,10,2672,east_elmwood,2672
0,1,456,poor,39,1418,northwest,1364.116
2,1,788,good,5,3295,west_welmwood,3295
2,1,810,good,10,3331,west_welmwood,3331
0,1,456,good,13,1721,west_welmwood,1721
1,1,349,great,0,2333,east_elmwood,2333
3,2,1065,good,3,4848,west_welmwood,4848
2,1,623,poor,36,2911,northwest,2817.848
1,1,543,good,8,1952,west_welmwood,1952
3,2,1047,good,8,4816,west_welmwood,4816
0,1,189,poor,63,967,northwest,883.838
1,1,323,great,4,2239,east_elmwood,2239
0,1,221,poor,20,1454,northwest,1454
3,2,1022,poor,20,4672,northwest,4672
1,1,539,good,10,1987,west_welmwood,1987
1,1,619,poor,29,1848,northwest,1814.736
2,1,742,poor,42,2971,northwest,2840.276
0,1,481,poor,45,1471,northwest,1397.45
3,2,1246,great,10,5540,east_elmwood,5540
1,1,530,great,1,2546,east_elmwood,2546
2,1,536,poor,37,2790,northwest,2695.14
3,2,1193,great,13,5424,east_elmwood,5424
1,1,347,good,3,1806,west_welmwood,1806
3,2,970,good,14,4640,west_welmwood,4640
3,2,1081,poor,26,4643,northwest,4587.284
3,2,885,good,4,4701,west_welmwood,4701
3,2,803,great,1,5129,east_elmwood,5129
2,1,785,poor,25,3177,northwest,3145.23
3,2,1042,poor,36,4498,northwest,4354.064
2,1,576,good,1,3173,west_welmwood,3173
0,1,412,poor,41,1365,northwest,1307.67
3,2,1189,good,8,4996,west_welmwood,4996
2,1,771,great,2,3826,east_elmwood,3826
2,1,847,poor,59,2876,northwest,2651.672
3,2,1114,great,9,5355,east_elmwood,5355
2,1,618,great,2,3746,east_elmwood,3746
0,1,424,good,7,1732,west_welmwood,1732
0,1,494,good,12,1786,west_welmwood,1786
3,2,1113,great,3,5447,east_elmwood,5447
3,2,1155,great,10,5451,east_elmwood,5451
0,1,123,good,0,1527,west_welmwood,1527
0,1,264,poor,62,1037,northwest,949.892
2,1,864,good,3,3456,west_welmwood,3456
1,1,440,good,3,1894,west_welmwood,1894
3,2,1023,poor,54,4351,northwest,4055.132
1,1,600,good,5,2020,west_welmwood,2020
1,1,671,good,5,2156,west_welmwood,2156
1,1,400,good,11,1789,west_welmwood,1789
3,2,813,great,4,5096,east_elmwood,5096
2,1,563,good,8,3096,west_welmwood,3096
1,1,304,good,9,1759,west_welmwood,1759
2,1,783,poor,26,3143,northwest,3105.284
1,1,698,poor,39,1845,northwest,1774.89
2,1,935,great,13,3903,east_elmwood,3903
1,1,711,good,13,2033,west_welmwood,2033
3,2,926,good,1,4723,west_welmwood,4723
3,2,901,poor,31,4471,northwest,4372.638
3,2,1002,poor,39,4485,northwest,4314.57
1,1,442,good,0,1929,west_welmwood,1929
0,1,483,poor,55,1337,northwest,1243.41
0,1,191,poor,51,1077,northwest,1010.226
3,2,882,poor,29,4466,northwest,4385.612
1,1,531,poor,28,1739,northwest,1711.176
1,1,495,good,4,1938,west_welmwood,1938
3,2,857,poor,53,4161,northwest,3886.374
1,1,561,poor,47,1543,northwest,1459.678
0,1,256,poor,21,1399,northwest,1396.202
2,1,643,good,14,3123,west_welmwood,3123
3,2,1112,good,14,4782,west_welmwood,4782
3,2,1153,good,13,4882,west_welmwood,4882
2,1,532,great,10,3509,east_elmwood,3509
2,1,519,poor,53,2588,northwest,2417.192
1,1,661,poor,61,1591,northwest,1460.538
0,1,226,poor,56,1085,northwest,1006.88
0,1,286,great,6,2129,east_elmwood,2129
0,1,205,good,9,1508,west_welmwood,1508
0,1,231,good,1,1575,west_welmwood,1575
3,2,1103,good,12,4872,west_welmwood,4872
1,1,586,poor,48,1577,northwest,1488.688
2,1,552,good,9,3046,west_welmwood,3046
2,1,927,poor,26,3240,northwest,3201.12
1,1,395,poor,60,1325,northwest,1219
0,1,220,great,10,2010,east_elmwood,2010
3,2,1054,good,11,4794,west_welmwood,4794
1,1,611,good,0,2151,west_welmwood,2151
0,1,128,good,14,1343,west_welmwood,1343
3,2,813,great,13,5004,east_elmwood,5004
3,2,1041,poor,48,4394,northwest,4147.936
0,1,316,great,9,2138,east_elmwood,2138
3,2,853,good,14,4546,west_welmwood,4546
2,1,662,poor,61,2610,northwest,2395.98
3,2,831,great,9,5102,east_elmwood,5102
2,1,897,good,3,3432,west_welmwood,3432
3,2,1066,good,13,4777,west_welmwood,4777
1,1,663,poor,53,1650,northwest,1541.1
0,1,463,poor,33,1492,northwest,1453.208
0,1,442,great,14,2174,east_elmwood,2174
0,1,226,good,5,1583,west_welmwood,1583
1,1,519,poor,59,1391,northwest,1282.502
0,1,438,good,11,1739,west_welmwood,1739
2,1,663,good,1,3234,west_welmwood,3234
1,1,323,great,9,2229,east_elmwood,2229
3,2,898,great,10,5150,east_elmwood,5150
3,2,1097,poor,56,4358,northwest,4044.224
3,2,1094,good,7,4862,west_welmwood,4862
3,2,1245,great,13,5482,east_elmwood,5482
3,2,967,good,12,4706,west_welmwood,4706
2,1,866,poor,46,3038,northwest,2880.024
3,2,972,good,2,4766,west_welmwood,4766
0,1,531,poor,15,1819,northwest,1819
1,1,429,good,11,1785,west_welmwood,1785
0,1,530,good,10,1853,west_welmwood,1853
1,1,710,good,9,2089,west_welmwood,2089
3,2,1166,poor,37,4682,northwest,4522.812
3,2,1184,good,9,4962,west_welmwood,4962
3,2,872,poor,52,4167,northwest,3900.312
2,1,606,good,12,3071,west_welmwood,3071
2,1,724,poor,55,2790,northwest,2594.7
0,1,176,great,1,2035,east_elmwood,2035
1,1,578,good,14,1903,west_welmwood,1903
1,1,665,great,4,2633,east_elmwood,2633
3,2,813,poor,58,4065,northwest,3756.06
1,1,499,poor,46,1498,northwest,1420.104
0,1,225,good,7,1578,west_welmwood,1578
3,2,1157,great,14,5317,east_elmwood,5317
0,1,454,poor,60,1301,northwest,1196.92
1,1,407,good,14,1750,west_welmwood,1750
0,1,197,poor,58,992,northwest,916.608
2,1,774,great,3,3821,east_elmwood,3821
3,2,1027,good,6,4843,west_welmwood,4843
0,1,293,poor,35,1379,northwest,1337.63
0,1,446,good,11,1780,west_welmwood,1780
3,2,1134,poor,59,4438,northwest,4091.836
0,1,493,good,9,1798,west_welmwood,1798
3,2,1098,poor,63,4331,northwest,3958.534
3,2,1096,poor,27,4639,northwest,4574.054
2,1,689,good,5,3261,west_welmwood,3261
2,1,699,great,14,3682,east_elmwood,3682
1,1,637,great,11,2546,east_elmwood,2546
1,1,344,good,2,1810,west_welmwood,1810
0,1,154,good,9,1454,west_welmwood,1454
1,1,726,good,11,2079,west_welmwood,2079
1,1,698,good,5,2159,west_welmwood,2159
3,2,1177,good,4,4958,west_welmwood,4958
3,2,1058,great,6,5359,east_elmwood,5359
0,1,489,great,4,2324,east_elmwood,2324
1,1,347,poor,59,1304,northwest,1202.288
2,1,901,poor,21,3307,northwest,3300.386
3,2,1238,poor,53,4517,northwest,4218.878
3,2,883,poor,64,4064,northwest,3706.368
0,1,366,good,11,1635,west_welmwood,1635
2,1,922,great,2,4049,east_elmwood,4049
3,2,1000,good,13,4694,west_welmwood,4694
1,1,601,great,13,2520,east_elmwood,2520
2,1,911,poor,40,3153,northwest,3026.88
1,1,518,good,13,1922,west_welmwood,1922
2,1,504,good,12,2990,west_welmwood,2990
1,1,350,good,6,1800,west_welmwood,1800
0,1,224,poor,55,1094,northwest,1017.42
3,2,830,poor,15,4536,northwest,4536
2,1,659,poor,53,2693,northwest,2515.262
1,1,525,poor,21,1789,northwest,1785.422
3,2,1169,poor,61,4381,northwest,4021.758
1,1,421,poor,27,1634,northwest,1611.124
0,1,235,poor,21,1436,northwest,1433.128
1,1,391,poor,19,1710,northwest,1710
0,1,322,good,0,1713,west_welmwood,1713
3,2,921,great,8,5141,east_elmwood,5141
0,1,428,poor,33,1484,northwest,1445.416
3,2,929,poor,31,4510,northwest,4410.78
1,1,749,good,7,2148,west_welmwood,2148
2,1,632,great,2,3692,east_elmwood,3692
2,1,780,great,1,3856,east_elmwood,3856
2,1,809,good,13,3238,west_welmwood,3238
0,1,456,good,1,1850,west_welmwood,1850
2,1,783,good,1,3379,west_welmwood,3379
0,1,546,poor,44,1517,northwest,1444.184
0,1,254,good,1,1662,west_welmwood,1662
0,1,117,great,14,1879,east_elmwood,1879
1,1,541,poor,51,1482,northwest,1390.116
1,1,702,good,6,2182,west_welmwood,2182
1,1,404,good,6,1880,west_welmwood,1880
1,1,437,great,6,2392,east_elmwood,2392
3,2,1059,poor,62,4335,zaytuna_college,3970.86
2,1,547,good,7,3028,north_berkeley,3028
2,1,814,poor,52,2891,zaytuna_college,2705.976
2,1,647,good,14,3059,north_berkeley,3059
2,1,846,good,0,3434,north_berkeley,3434
3,2,1009,good,7,4826,north_berkeley,4826
3,2,1137,good,3,4949,north_berkeley,4949
3,2,1054,good,4,4820,north_berkeley,4820
3,2,818,good,0,4651,north_berkeley,4651
3,2,1155,good,4,4992,north_berkeley,4992
1,1,355,good,11,1703,north_berkeley,1703
