unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
50,Icelandair,5,"""the aircraft is pretty nice""",29th August 2022,False,"As someone who has never flown transatlantic with Icelandair before, it would be pretty interesting. I would say the aircraft is pretty nice. I would say charging $4 for headphones as well as having credit card computers not working was very disappointing. It was delayed at Keflavik because you were likely to come up at a remote stand and the bus would have to wait for the last passengers to come.",Boeing 767-300 / 757-300,Solo Leisure,Economy Class,Boston to Stockholm via Keflavik,Aug-22,2,3,3,2,1,4,3,no
51,Cobalt,9,"""great choices of food""",18th December 2017,True,"Dublin to Larnaca. One of the best flights I have since now. Excellent staff and great choices of food. As a low-cost airline I don’t expect inflight entertainment, so am happy with Cobalt and I will continue to fly with them.",A320,Solo Leisure,Economy Class,Dublin to Larnaca,Dec-17,4,5,5,5,1,1,5,yes
52,Air France,1,"""most disgusting service""",10th April 2023,True,"The most disgusting service I have ever taken. They charged $150 for 3 kgs extra without allowing me to change the staff to my cabin one. I asked for a refund hoping there will be some understandable humans behind the desk but they refused even that. A total disgrace and disappointment. Please people if you ever can avoid. They are over priced, no empathy, not understandable, scammers. Just avoid please.",Boeing 777-200,Couple Leisure,Economy Class,Lima to London via Paris,Feb-23,1,1,1,1,1,1,1,no
53,Blue Air,1,"""We had a terrible experience""",24th August 2022,True,"We had a terrible experience with this company. Traveling with 2 small kids we were assigned different seats, and also had to pay 40 euros check in tax, beacuse it was impossible to make the check in online. I understand that check in should happen at the airport when traveling with small kids, but why the extra tax? The staff at the check in counter and also inside the plane are very unprofessional. I would not recommend traveling with this air company unless no other alternative.",Boeing 737-800,Family Leisure,Economy Class,Bucharest to Athens,Aug-22,2,2,1,1,1,1,2,no
54,Southwest Airlines,1,"""has been my worst flight ever""",23rd May 2023,True,"My flight was supposed to leave at 10pm. It is now scheduled to leave at 1:19am. Over 3 hrs delayed and there is no rain, wind, or any other explanation for the delay. The cost of this flight was ridiculously expensive, but being with family, due to a death in the family left no choice for travel dates and time. The airport staff say this is a regular thing with Southwest. What happened to the excellent service Southwest was once known for? I can now look forward to little or no sleep before work tomorrow. This has been my worst flight ever!",Boeing 737,Solo Leisure,Economy Class,Baltimore to Albany,May-23,1,3,2,1,2,2,1,no
55,Southwest Airlines,3,""" lack of concern from Southwest""",20th May 2023,True,"I am quite disappointed with Southwest. I and several members of my company have been flying Southwest for the past several years because the service and convenience had been exemplary particularly when taking into account the reasonable pricing. I have seen its attributes in many way degrade and some of the competitors improve their standards. I was particularly dismayed after having left my briefcase and phone on a flight on May 16th, 2023. After filing a lost report soon after deplaning, I received no helpful assistance from the airline other than an email three days later stating that they were looking into it and should consider the case close if no further notice had been received withing 30 days. Misplacing a phone these days does not only cause a significant financial impact but the information",Boeing 737,Business,Economy Class,San Diego to Chicago,May-23,3,3,2,1,3,3,3,no
56,Air France,2,"""did absolutely not get what we paid for""",2nd May 2023,False,"We booked business class with 1x2x1 seat configuration with flatbed in a B777 from Paris to Johannesburg and back. On the outbound flight, AF changed the plane (B777 with other cabin configuration) 10 hours before departure and we were downgraded to premium Economy, because there were not enough seats in the business. On the return flight the plane also was changed (B777 with other cabin configuration) and we flew in a very old and narrow business class with 2x3x2 configuration and no flatbed. This is not fair business. We did absolutely not get what we paid for.",Boeing 777,Couple Leisure,Business Class,Paris to Johannesburg,Apr-23,1,4,3,4,3,4,1,no
57,Flair Airlines,1,"""a horrible experience all together""",18th July 2023,False,"They get you with their cheap ticket prices but then you have to pay for any and every thing else you might need! And for a way higher rate than any other airlines. Our flight was late 40 mins also! If your personal item or carry on bag is even 1/2 "" too big, they make you pay for it at the gate! Just a horrible experience all together.",Boeing 737,Family Leisure,Economy Class,Calgary to Québec City,Jul-23,1,1,1,1,1,1,1,no
58,Southwest Airlines,3,"""again denied this ""freebie"" service""",15th May 2023,True,"In 2007 Southwest served: 64.9 million cans of soda, juices, and water 11.3 million alcoholic beverages 6.1 million bags of pretzels 103.8 million bags of peanuts 14 million snackpacks 32 million other snacks Just think how much money Southwest would save if they stopped offering all those ""free"" drinks but then the public would go crazy. Our beverage service has been canceled on probably 8 out of the last 10 flights I have been on. And no I don't fly the same place so its not likely due to a specific route. But - if you do the math - Southwest is lost a TON of money due to the Christmas Flight debacle last year. An average soda costs about $0.75 - $1.00 for the airlines, once you factor in the cost of the drink",Boeing 737,Business,Economy Class,Denver to Salt Lake City,May-23,2,1,1,4,2,2,2,no
59,Thomas Cook Airlines,7,"""already rebooked for next year""",12th August 2018,True,"Manchester to New York JFK was operated by AirTanker. This aircraft had excellent seat pitch, thanks to slim line seating, a complimentary bottle of water was in the seat pocket on boarding. There was WiFi screening of entertainment via an app, which worked. There are no individual tv screens in the seat backs in this particular aircraft. Food was identical to the offerings you'd expect on BA, AA or UA, basic but ok. All beverages were chargeable, except tea/ coffee with meal. The return from New York was a Thomas Cook aircraft which had individual tv screens in the seat backs. On boarding water bottle, pillow and blanket were placed on seat. Leg room was excellent. On take off and cheese and tomato sandwich, followed by a drinks service were provided. Then crew dimmed the",A330-200,Couple Leisure,Economy Class,Manchester to New York JFK,Jul-18,3,3,3,2,2,2,5,yes
60,Philippine Airlines,1,"""fly with someone else""",12th June 2023,True,"SYD-MNL Courteous staff, good food, but in-flight entertainment app (myPAL Player) is so out of date that not even a 5-year old Android device could use it. Error message advising it was made for an earlier version of android. MNL-SYD was cancelled by PAL. Unable to change booking, or rebook onto another flight, online as the flight is showing as cancelled. Call-back service from PAL customer service never calls back. I was left to find alternative travel back to Australia. To top that off, PAL refuses to refund the travel they didn't provide. I strongly encourage you to fly with someone else.",A340,Couple Leisure,Economy Class,Sydney to Manila,May-23,2,5,4,1,1,1,1,no
